編號,資料集名稱,資料來源(部會單位),第一層級,第二層級,第三層級,資料量,下載次數,瀏覽次數,主要欄位
32,基隆市衛生局104年度職員官等性別統計表,基隆市衛生局,基隆市政府,衛生局,,,35,391,類別及職等、總計、男、女、主管男性、主管女性、非主管男性、非主管女性
33,基隆市衛生局105年度戒菸合約機構,基隆市衛生局,基隆市政府,衛生局,,,52,498,區域、機構名稱、洽詢電話、地址、可提供之檢查項目
34,基隆市衛生局103年度單位決算,基隆市衛生局,基隆市政府,衛生局,,,59,401,以前年度歲入轉入數決算表、以前年度歲出轉入數決算表
35,基隆市衛生局105年度單位預算,基隆市衛生局,基隆市政府,衛生局,,,58,962,歲入來源別預算表、歲入提要與預算明細表、歲出提要與費用明細表、歲出機關別預算表
36,基隆市餐飲衛生管理分級104年通過標章名單,基隆市衛生局,基隆市政府,衛生局,,,20,418,廠商市招名稱、營業登記名稱、電話、營業地址、評核等級
37,基隆市105年糖尿病健康促進機構及醫師名單,基隆市衛生局,基隆市政府,衛生局,,,26,440,縣市別、醫院名稱、郵遞區號、住址、住址、電話、傳真、醫師
38,基隆市104年流感合約院所,基隆市衛生局,基隆市政府,衛生局,,,35,420,序號、區別、院所名稱、合約類型、23PPV、地址、聯絡電話、有無提供自費疫苗、掛號費幼兒、掛號費老人、掛號費一般民眾、診察費幼兒、診察費一般民眾、醫材費、注射費、接種時段週一至五早上、接種時段週一至五下午、接種時段週一至五晚上、接種時段週六早上、接種時段週六下午、接種時段週六晚上、接種時段週日早上、接種時段週日下午、接種時段週日晚上
49,基隆市105年公告土地現值及公告地價,基隆市政府地政處,基隆市政府,地政處,,,109,960,縣市別、行政區、段小段、地號、公告現值、公告地價
51,105年基隆市公費克流感配置點,基隆市衛生局,基隆市政府,衛生局,,,60,379,十碼章、醫院名稱、縣市別、行政區、郵遞區號、地址、連絡電話、座標緯度、座標經度、備註、建立日期、更新日期
54,基隆市106年公告土地現值,基隆市政府地政處,基隆市政府,地政處,,,37,282,縣市、行政區、段小段、地號、公告現值
55,基隆市水域遊憩活動管理相關公告,基隆市政府交通旅遊處,基隆市政府,交通旅遊處,,,,,
61,基隆市最近五年房屋稅綜合統計表,基隆市稅務局,基隆市政府,稅務局,,,43,1214,表三
62,基隆市最近5年土地增值稅稅源統計表,基隆市稅務局,基隆市政府,稅務局,,,27,1225,表二
63,基隆市稅務局行政救濟案件統計表,基隆市稅務局,基隆市政府,稅務局,,,39,1222,復查、訴願(經復查後提起訴願)、訴願(逕提訴願)、訴願再審、行政訴訟第一審、行政訴訟上訴審、行政訴訟再審之訴
64,基隆市多元化繳稅統計表,基隆市稅務局,基隆市政府,稅務局,,,40,1225,年度、金融機構臨櫃繳納、便利商店繳稅(SMK)、信用卡繳稅(CRD)、自動櫃員機轉帳繳稅(ATM)、活期(儲蓄)存款帳戶轉帳繳稅(NET、TEL)、晶片金融卡繳稅(EBC)、長期約定轉帳納稅
68,基隆市流感抗病毒藥劑合約院所,基隆市衛生局,基隆市政府,衛生局,,,17,118,十碼章、醫院名稱、縣市別、行政區、郵遞區號、地址、連絡電話、座標緯度、座標經度、備註、建立日期、更新日期
69,基隆市政府消防局各單位通訊錄,基隆市消防局,基隆市政府,消防局,,,53,278,據點、地點、聯絡電話
70,基隆市建檔管理公廁,基隆市環境保護局,基隆市政府,環境保護局,,,62,180,Country、City、Village、Number、Administration、Name、Address、Type、Longitude、Grade、Latitude
71,基隆市公車站牌與路線資訊,基隆市公共汽車管理處,基隆市政府,公共汽車管理處,,,40,197,提供基隆市公車站牌與路線相關資訊
72,基隆市統計年報,基隆市政府主計處,基隆市政府,主計處,,,,,基隆市統計年報
73,基隆市政府機關年度預算-總預算,基隆市政府主計處,基隆市政府,主計處,,,,,基隆市政府機關年度預算-總預算
74,基隆市政府機關年度預算-追加預算,基隆市政府主計處,基隆市政府,主計處,,,,,基隆市政府機關年度預算-追加預算
75,基隆市公設民營及私立托嬰中心,基隆市政府社會處,基隆市政府,社會處,,,22,282,"性質,主管機關,辦理單位,成立日期,立案文號,負責人,連絡電話,傳真,電子郵件,地址,核定收托人數,相關網站,X坐標,Y坐標,備註,最後更新時間"
76,基隆市合法老人福利機構資料,基隆市政府社會處,基隆市政府,社會處,,,,,基隆市合法老人福利機構資料
77,基隆市托育資源中心,基隆市政府社會處,基隆市政府,社會處,,,,,區別、機構名稱、電話、傳真、地址、網址
78,基隆市兒童及少年福利服務中心,基隆市政府社會處,基隆市政府,社會處,,,2,142,"性質,主管機關,辦理單位,成立日期,立案文號,負責人,連絡電話,傳真,電子郵件,地址,相關網址,X坐標,Y坐標,備註,最後更新時間"
79,基隆市婦幼福利服務中心,基隆市政府社會處,基隆市政府,社會處,,,,,區別、機構名稱、電話、傳真、地址、網址
80,基隆市遊民服務,基隆市政府社會處,基隆市政府,社會處,,,,,區別、機構名稱、電話、傳真、地址、網址
81,基隆市身心障礙福利機構,基隆市政府社會處,基隆市政府,社會處,,,7,122,"性質,主管機關,辦理單位,成立日期,立案文號,負責人,連絡電話,傳真,電子郵件,地址,相關網站,X坐標,Y坐標,備註,最後更新時間"
82,基隆市老人文康中心,基隆市政府社會處,基隆市政府,社會處,,,2,141,區別;機構名稱;電話;傳真;地址;網址
83,基隆市社區照顧關懷據點,基隆市政府社會處,基隆市政府,社會處,,,7,52,"主管機關,辦理單位,成立日期,負責人,連絡電話,傳真,電子郵件,地址,相關網站,X坐標,Y坐標,備註,最後更新時間"
84,基隆市家庭/社會福利服務中心,基隆市政府社會處,基隆市政府,社會處,,,2,108,"主管機關,辦理單位,成立日期,連絡電話,傳真,電子郵件,地址,相關網站,X坐標,Y坐標,備註,最後更新時間"
85,基隆市志願服務推廣中心,基隆市政府社會處,基隆市政府,社會處,,,3,160,區別;機構名稱;電話;傳真;地址;網址
86,基隆市家事服務中心,基隆市政府社會處,基隆市政府,社會處,,,3,155,區別;機構名稱;電話;傳真;地址;網址
87,基隆市家庭暴力及性侵害防治中心,基隆市政府社會處,基隆市政府,社會處,,,10,312,"主管機關,中心名稱,連絡電話,傳真,電子郵件,地址,相關網站,X坐標,Y坐標,備註,最後更新時間"
88,基隆市政府駐基隆法院家庭暴力事件服務處,基隆市政府社會處,基隆市政府,社會處,,,3,123,區別;機構名稱;電話;傳真;地址;網址
89,基隆市避難收容所位置及收容人數,基隆市政府社會處,基隆市政府,社會處,,,14,236,"主管機關,收容所編號,收容所名稱,收容所鄉鎮市區,收容所村里,地址,管理人,連絡電話,收容人數,X坐標,Y坐標,備註,最後更新時間"
90,基隆市應回收廢棄物回收處理業名單,基隆市環境保護局,基隆市政府,環境保護局,,,6,105,基隆市應回收廢棄物回收業者共有8家，其中6家為廢機動車輛回收業分別為銓鈐環保有限公司、順瀚環保有限公司、金合順環保有限公司、萬新環保有限公司、順瀚環保有限公司-七堵場、展一環保有限公司，2家為應公告回收業者，分別為建忠實業有限公司、禾全盈企業有限公司
91,基隆市兒童及少年安置教養機構,基隆市政府社會處,基隆市政府,社會處,,,9,162,"性質,主管機關,辦理單位,成立日期,立案文號,負責人,連絡電話,傳真,電子郵件,地址,核准收托或安置人數,相關網站,X坐標,Y坐標,備註,最後更新時間"
92,基隆市兒少安置機構營運概況,基隆市政府社會處,基隆市政府,社會處,,,,,基隆市兒少安置機構營運概況
93,基隆市老人文康/福利服務中心,基隆市政府社會處,基隆市政府,社會處,,,14,249,"主管機關,中心名稱,連絡電話,傳真,電子郵件,地址,相關網站,X坐標,Y坐標,備註,最後更新時間"
94,基隆旅遊網,基隆市政府交通旅遊處,基隆市政府,交通旅遊處,,,25,191,基隆旅遊相關資訊
95,基隆市公有路外停車場基本資料,基隆市政府交通旅遊處,基隆市政府,交通旅遊處,,,77,476,停車場名稱、車格位、地址、聯絡電話
96,基隆市路邊收費路段及收費時間一覽表,基隆市政府交通旅遊處,基隆市政府,交通旅遊處,,,18,221,編號路段收費時間費率(一小時)
97,基隆市警察局各單位地址電話,基隆市警察局,基隆市政府,警察局,,,,,
99,基隆市104年衛生管理優良廠商,基隆市衛生局,基隆市政府,衛生局,,,9,84,項目、廠商市招名稱、營業登記名稱、電話、營業地址、評核等級
100,基隆市105年衛生管理優良廠商,基隆市衛生局,基隆市政府,衛生局,,,13,86,項目、廠商市招名稱、營業登記名稱、電話、營業地址、評核等級
101,基隆市衛生局105年食品抽驗不符規定名冊,基隆市衛生局,基隆市政府,衛生局,,,10,73,檢驗項目、檢體編號、檢體名稱、抽驗廠商/地址、來源廠商/地址、檢驗結果
102,基隆市衛生局105年食品抽驗符合規定名冊,基隆市衛生局,基隆市政府,衛生局,,,4,62,檢驗項目、檢體編號、檢體名稱、抽驗廠商/地址、來源廠商/地址、檢驗結果
103,基隆市衛生局106年食品抽驗不符規定名冊,基隆市衛生局,基隆市政府,衛生局,,,12,87,檢驗項目、檢體名稱、抽驗廠商/地址、來源廠商/地址、檢驗結果
104,基隆市衛生局106年食品抽驗符合規定名冊,基隆市衛生局,基隆市政府,衛生局,,,9,76,檢驗項目、檢體名稱、抽驗廠商/地址、來源廠商/地址、檢驗結果
105,基隆市105-106年各項預防接種衛生所及合約醫療院所名冊,基隆市衛生局,基隆市政府,衛生局,,,11,174,鄉鎮市區、機構類別、合約醫療院所名稱、十碼代碼、公費_各項常規疫苗、公費_卡介苗、公費_其他、自費_A型肝炎疫苗_幼兒、自費_A型肝炎疫苗_成人、自費_B型肝炎疫苗、自費_肺炎鏈球菌疫苗_13PCV、自費_肺炎鏈球菌疫苗_23PPV、自費_輪狀病毒疫苗、自費_Tdap疫苗、自費_其他、接種時間(供參考敬請洽詢醫療院所實際接種時間)、負責人、洽詢電話、地址、醫療資訊系統廠商_代碼、醫療資訊系統廠商名稱
106,基隆市嬰幼兒公費常規疫苗接種單位,基隆市衛生局,基隆市政府,衛生局,,,5,135,鄉鎮市區、機構類別、合約醫療院所名稱、十碼代碼、公費_各項常規疫苗、公費_卡介苗、公費_其他、自費_A型肝炎疫苗_幼兒、自費_A型肝炎疫苗_成人、自費_B型肝炎疫苗、自費_肺炎鏈球菌疫苗_13PCV、自費_肺炎鏈球菌疫苗_23PPV、自費_輪狀病毒疫苗、自費_Tdap疫苗、自費_其他、接種時間(供參考敬請洽詢醫療院所實際接種時間)、負責人、洽詢電話、地址、醫療資訊系統廠商_代碼、醫療資訊系統廠商名稱
108,基隆市柴油車排煙檢測站地址.電話及相關資訊,基隆市環境保護局,基隆市政府,環境保護局,,,15,173,提供基隆市柴油車排煙檢測站業務相關資訊
109,機車業務相關資訊,基隆市環境保護局,基隆市政府,環境保護局,,,13,125,機車定檢站位置、機車定檢查詢、機車新購及汰舊補助、電動機車充電站
110,基隆市政府市政信箱1999資訊,基隆市政府研考處,基隆市政府,研考處,,,26,197,縣市名稱、市內1999電話、市外1999電話、市政信箱網頁
111,基隆市食品工廠名單,基隆市衛生局,基隆市政府,衛生局,,,9,74,項次、工廠登記編號、工廠登記名稱、產業類別、主要產品、場所地址、負責人
112,基隆市工廠名冊(106年8月),基隆市政府產業發展處,基隆市政府,產業發展處,,,8,75,工廠名稱、廠址、負責人姓名、產業類別、產品名稱
113,基隆市房屋標準單價表,基隆市稅務局,基隆市政府,稅務局,,,22,115,基隆市房屋標準單價表
114,基隆市地段率等級表,基隆市稅務局,基隆市政府,稅務局,,,4,90,捌、基隆市房屋地段率等級表、
115,基隆市籍娛樂漁業漁船經營資訊一覽表 ,基隆市政府產業發展處,基隆市政府,產業發展處,,,4,78,"漁船名、聯絡人、訂船專線、載客人數、海釣資訊、部落格、E-mail、漁船名,聯絡人,訂船專線,載客人數,海釣資訊,部落格,E-mail"
116,本市公有市場106年7月空攤一覽表,基隆市政府產業發展處,基隆市政府,產業發展處,,,,,"市場別,市場地點,,管理員,,市場攤數,租金,承租數,,空攤數,,,區別,地點,姓名　,聯絡電話"
117,市場通訊錄,基隆市政府產業發展處,基隆市政府,產業發展處,,,1,46,市   場   別、市   場   地   點區別、地          址、市場電話
118,基隆市各公有市場、集中場聯絡電話,基隆市政府產業發展處,基隆市政府,產業發展處,,,2,42,"名    稱、地    址、管理員聯絡電話、備  註、名    稱,地    址,管理員聯絡電話,備  註"
119,認識禽流感及防治十不五要宣導資料,基隆市政府產業發展處,基隆市政府,產業發展處,,,0,37,"、禽流感、流感、SARS、禽流感,流感,SARS"
120,基隆市不動產買賣實價登錄Open Data(106年5月買賣登記案件),基隆市政府地政處,基隆市政府,地政處,,,6,148,鄉鎮市區、交易標的、土地區段位置或建物區門牌、土地移轉總面積平方公尺、都市土地使用分區、非都市土地使用分區、非都市土地使用編定、交易年月、交易筆棟數、移轉層次、總樓層數、建物型態、主要用途、主要建材、建築完成年月、建物移轉總面積平方公尺、建物現況格局-房、建物現況格局-廳、建物現況格局-衛、建物現況格局-隔間、有無管理組織、總價元、單價每平方公尺、車位類別、車位移轉總面積平方公尺、車位總價元、備註、編號
121,基隆市不動產租賃實價登錄Open Data(106年5月租賃登記案件),基隆市政府地政處,基隆市政府,地政處,,,2,64,鄉鎮市區、租賃標的、土地區段位置或建物區門牌、租賃總面積平方公尺、都市土地使用分區、非都市土地使用分區、非都市土地使用編定、租賃年月、租賃筆棟數、租賃層次、總樓層數、建物型態、主要用途、主要建材、建築完成年月、租賃總面積平方公尺、建物現況格局-房、建物現況格局-廳、建物現況格局-衛、建物現況格局-隔間、有無管理組織、有無附傢俱、總額元、單價每平方公尺、車位類別、租賃總面積平方公尺、租金總額元、備註、編號
122,106年度5月基隆市土地建物登記管理資料,基隆市政府地政處,基隆市政府,地政處,,,1,63,1.按件數、筆數、棟數、面積分。 2.按土地及建物之標示變更登記、所有權登記、他項權利登記、其他登記、登記謄本等分類
123,106年度6月基隆市土地建物登記管理資料,基隆市政府地政處,基隆市政府,地政處,,,1,59,1.按件數、筆數、棟數、面積分。 2.按土地及建物之標示變更登記、所有權登記、他項權利登記、其他登記、登記謄本等分類
124,106年度7月基隆市土地建物登記管理資料,基隆市政府地政處,基隆市政府,地政處,,,1,51,1.按件數、筆數、棟數、面積分。 2.按土地及建物之標示變更登記、所有權登記、他項權利登記、其他登記、登記謄本等分類
125,基隆市已登記公私有土地登記管理 Open Data(105年案件登記),基隆市政府地政處,基隆市政府,地政處,,,3,59,1.用地類別 2.筆數 3.面積
127,基隆市不動產買賣實價登錄Open Data(106年6月買賣登記案件),基隆市政府地政處,基隆市政府,地政處,,,2,87,鄉鎮市區、交易標的、土地區段位置或建物區門牌、土地移轉總面積平方公尺、都市土地使用分區、非都市土地使用分區、非都市土地使用編定、交易年月日、交易筆棟數、移轉層次、總樓層數、建物型態、主要用途、主要建材、建築完成年月、建物移轉總面積平方公尺、建物現況格局-房、建物現況格局-廳、建物現況格局-衛、建物現況格局-隔間、有無管理組織、總價元、單價每平方公尺、車位類別、車位移轉總面積平方公尺、車位總價元、備註、編號
129,基隆市不動產租賃實價登錄Open Data(106年6月租賃登記案件),基隆市政府地政處,基隆市政府,地政處,,,3,69,鄉鎮市區、租賃標的、土地區段位置或建物區門牌、租賃總面積平方公尺、都市土地使用分區、非都市土地使用分區、非都市土地使用編定、租賃年月日、租賃筆棟數、租賃層次、總樓層數、建物型態、主要用途、主要建材、建築完成年月、建物現況格局-房、建物現況格局-廳、建物現況格局-衛、建物現況格局-隔間、有無管理組織、有無附傢俱、總額元、單價每平方公尺、車位類別、租金總額元、備註、編號
130,106年度8月基隆市土地建物登記管理資料,基隆市政府地政處,基隆市政府,地政處,,,1,50,
132,106年1月各項稅捐實徵淨額與預算數及上年同期比較－本月數,基隆市稅務局,基隆市政府,稅務局,,,3,46,　稅　　目　　別、本月實徵數合計(1)、本年度、以前年度、本月退還以前年度歲入款(2)、本月實徵淨額(1)－(2)、本月分配預算數、執行率(％)、上年同月實徵淨額、增減(%)、資料時間、單位
133,基隆市不動產租賃實價登錄Open Data(106年7月租賃登記案件),基隆市政府地政處,基隆市政府,地政處,,,4,53,鄉鎮市區、租賃標的、土地區段位置或建物區門牌、租賃總面積平方公尺、都市土地使用分區、非都市土地使用分區、非都市土地使用編定、租賃年月日、租賃筆棟數、租賃層次、總樓層數、建物型態、主要用途、主要建材、建築完成年月、建物現況格局-房、建物現況格局-廳、建物現況格局-衛、建物現況格局-隔間、有無管理組織、有無附傢俱、總額元、單價每平方公尺、車位類別、租金總額元、備註、編號
138,基隆市不動產買賣實價登錄Open Data(106年7月買賣登記案件),基隆市政府地政處,基隆市政府,地政處,,,4,49,鄉鎮市區、交易標的、土地區段位置或建物區門牌、土地移轉總面積平方公尺、都市土地使用分區、非都市土地使用分區、非都市土地使用編定、交易年月日、交易筆棟數、移轉層次、總樓層數、建物型態、主要用途、主要建材、建築完成年月、建物移轉總面積平方公尺、建物現況格局-房、建物現況格局-廳、建物現況格局-衛、建物現況格局-隔間、有無管理組織、總價元、單價每平方公尺、車位類別、車位移轉總面積平方公尺、車位總價元、備註、編號
139,基隆市總工會名冊,基隆市政府社會處,基隆市政府,社會處,,,3,59,家數、、會務人員、會址、聯絡電話、傳真電話
140,基隆市企業工會名冊,基隆市政府社會處,基隆市政府,社會處,,,4,42,家數、工會名稱及統一編號、理事長、會務人員、會址、聯絡電話、傳真電話
141,基隆市職業工會名冊,基隆市政府社會處,基隆市政府,社會處,,,13,80,
142,基隆市影響消防車輛通行之狹小巷道劃設禁止臨時停車線清冊,基隆市消防局,基隆市政府,消防局,,,7,78,
143,105年度基隆市大型機構受衛生福利部老人福利機構評鑑成績,基隆市政府社會處,基隆市政府,社會處,,,2,49,受評鑑機構名稱、總評結果
144,基隆市仁愛區103年適齡疫苗接種完成率,基隆市衛生局,基隆市政府,衛生局,,,2,21,村里別、應接種數、5in1-4出生33個月內接種率、5in1-4出生33個月內接種數、JE3出生33個月內接種數、JE3出生33個月內接種率、全數完成接種數、全數完成接種率
145,基隆市仁愛區104年適齡疫苗接種完成率,基隆市衛生局,基隆市政府,衛生局,,,0,19,村里別、應接種數、出生15個月內MMR1接種數、出生15個月內MMR2接種率、出生15個月內Var接種數、出生16個月內Var接種率、出生18個月內JE2接種數、出生18個月內JE3接種率、全數完成接種數、全數完成接種率
146,基隆市仁愛區105年適齡疫苗接種完成率,基隆市衛生局,基隆市政府,衛生局,,,3,27,村里別、應接種數、BCG出生8個月內接種數、BCG出生8個月內接種數率、rHepB3出生9個月內接種數、rHepB3出生9個月內接種率、5in1-3出生9個月內接種數、5in1-3出生9個月內接種率、全數完成接種數、全數完成接種數率
147,基隆市仁愛區106年合約流感診所,基隆市衛生局,基隆市政府,衛生局,,,2,28,機構名稱、電話、地址
148,基隆市仁愛區106年社區運動團體表,基隆市衛生局,基隆市政府,衛生局,,,11,40,編號、區別、團體名稱、合計、男、女、65-69歲、70-74歲、75-79歲、≧80歲、A健康操、B槌球、C柔力球、D太極拳、E土風舞、F健走、G活力秀、H舞台劇、I其他
149,105年基隆市各時段火災發生次數統計表,基隆市消防局,基隆市政府,消防局,,,2,47,
150,基隆市老人福利機構最近二次評鑑成績一覽表,基隆市政府社會處,基隆市政府,社會處,,,3,69,機構名稱、101年成績等第、102年評鑑成績、104年成績等第、備註
151,基隆市104年度老人福利機構評鑑結果表,基隆市政府社會處,基隆市政府,社會處,,,2,45,項次、機構名稱、成績等第、備註
152,基隆市失能老人接受長期照顧服務輔具購買及居家無障礙環環境改善補助項目表,基隆市政府社會處,基隆市政府,社會處,,,1,50,類型、項目、家庭總收入按全家人口平均分配，每人每月未達中央主管機關或直轄市主管機關當年公布最低生活費1.5倍，且未超過臺灣地區平均每人每月消費支出1.5倍之老人最高補助金額（元）、家庭總收入按全家人口平均分配，每人每月達中央主管機關或直轄市主管機關當年公布最低生活費1.5倍以上，未達2.5倍，且未超過臺灣地區平均每人每月消費支出之1.5倍之老人最高補助金額（元）、前二類以外之老人最高補助金額（元）、最低使用年限（年）、適用對象
153,基隆市私立財團法人社會福利慈善基金會名冊,基隆市政府社會處,基隆市政府,社會處,,,2,35,財團法人名稱、主事務所、通訊地址
154,基隆市106年度合法設立私立就業服務機構,基隆市政府社會處,基隆市政府,社會處,,,0,40,編號、許可證、機構名稱、郵遞區號、機構地址、電話、傳真
155,基隆市102年度第一次老人保護及獨居老人照顧業務聯繫會報(聯繫窗口),基隆市政府社會處,基隆市政府,社會處,,,1,43,業務單位、老人保護承辦員、老人保護電話、獨居老人承辦員、獨居老人電話
156,基隆市街頭藝人展演空間暨管理單位一覽表,基隆市文化局,基隆市政府,文化局,,,,,
157,經中央許可從事兒童及少年收出養媒合單位一覽表,基隆市政府社會處,基隆市政府,社會處,,,4,51,名稱、地址、電話
158,基隆市106年流感疫苗合約院所,基隆市衛生局,基隆市政府,衛生局,,,6,81,十碼章、醫院名稱、縣市別、行政區、郵遞區號、地址、連絡電話、座標緯度、座標經度、備註
160,基隆市不動產租賃實價登錄Open Data(106年8月租賃登記案件),基隆市政府地政處,基隆市政府,地政處,,,0,27,
161,106年度9月基隆市土地建物登記管理資料,基隆市政府地政處,基隆市政府,地政處,,,1,25,
162,基隆市-課程教學,基隆市政府教育處,基隆市政府,教育處,,,2,54,
163,基隆市不動產買賣實價登錄Open Data(106年8月買賣登記案件),基隆市政府地政處,基隆市政府,地政處,,,2,34,鄉鎮市區、交易標的、土地區段位置或建物區門牌、土地移轉總面積平方公尺、都市土地使用分區、非都市土地使用分區、非都市土地使用編定、交易年月日、交易筆棟數、移轉層次、總樓層數、建物型態、主要用途、主要建材、建築完成年月、建物移轉總面積平方公尺、建物現況格局-房、建物現況格局-廳、建物現況格局-衛、建物現況格局-隔間、有無管理組織、總價元、單價每平方公尺、車位類別、車位移轉總面積平方公尺、車位總價元、備註、編號
164,基隆市公寓大廈成立管理組織清冊106.05.16,基隆市政府都市發展處,基隆市政府,都市發展處,,,6,81,
165,基隆市公寓大廈成立管理組織清冊105.08.29,基隆市政府都市發展處,基隆市政府,都市發展處,,,3,62,
166,基隆市公寓大廈成立管理組織清冊105.02.24,基隆市政府都市發展處,基隆市政府,都市發展處,,,,,
167,105年度建築物公共安全檢查不合格場所,基隆市政府都市發展處,基隆市政府,都市發展處,,,,,
168,基隆市細部計畫訂有都市設計規定一覽表99.08.11,基隆市政府都市發展處,基隆市政府,都市發展處,,,0,47,
169,105年度基隆市都市設計審議委員會委員名冊  1050203 ,基隆市政府都市發展處,基隆市政府,都市發展處,,,3,73,
170,104年度基隆市都市設計審議委員會委員名冊  1040212,基隆市政府都市發展處,基隆市政府,都市發展處,,,2,54,
171,103年度基隆市都市設計審議委員會委員名冊  1030128,基隆市政府都市發展處,基隆市政府,都市發展處,,,0,58,
172,基隆市公設民營托育資源中心,基隆市政府社會處,基隆市政府,社會處,,,5,54,"主管機關,辦理單位,成立日期,連絡電話,傳真,電子郵件,地址,相關網站,X坐標,Y坐標,備註,最後更新時間"
173,基隆市婦女福利服務中心,基隆市政府社會處,基隆市政府,社會處,,,5,118,"主管機關,中心名稱,承辦單位,連絡電話,傳真,電子郵件,地址,相關網站,X坐標,Y坐標,備註,最後更新時間"
174,基隆市遊民收容位置及收容人數,基隆市政府社會處,基隆市政府,社會處,,,6,72,"主管機關,收容所編號,收容所名稱,收容所鄉鎮市區,收容所村里,地址,管理人,連絡電話,收容人數,X坐標,Y坐標,備註,最後更新時間"
175,基隆市消防局為民服務統計表,基隆市消防局,基隆市政府,消防局,,,3,55,年度、月份、除蜂、捕蛇、動物救援、送水、受困
176,基隆市戶籍動態統計,基隆市政府民政處,基隆市政府,民政處,,,,,
177,106年11月基隆市歷年村里鄰戶數暨現住人口數,基隆市政府民政處,基隆市政府,民政處,,,,,
178,106年11月基隆市現住人口出生.死亡.結婚.離婚登記數,基隆市政府民政處,基隆市政府,民政處,,,,,
179,106年11月基隆市結婚人數按性別及原屬國籍(地區)分,基隆市政府民政處,基隆市政府,民政處,,,,,
180,106年11月基隆市離婚人數按性別及原屬國籍(地區)分,基隆市政府民政處,基隆市政府,民政處,,,,,
181,106年1月各項稅捐實徵淨額與預算數及上年同期比較－累計數,基隆市稅務局,基隆市政府,稅務局,,,0,21,　稅　　目　　別、截至本月底止累計實徵數合計(1)、本  年  度、以前年度、截至本月底止退還以前年度歲入款(2)、截至本月底止累計實徵淨額(1)-(2)、全年度預算數、全年度預算執行率(%)、同期分配預算數、分配數執行率(%)、上年同期累計實徵淨額、增減(%)、資料時間、單位
