編號,資料集名稱,資料來源(部會單位),第一層級,第二層級,第三層級,資料量,下載次數,瀏覽次數,主要欄位
35,南投縣火災次數分類及時間月報,消防局,南投縣政府,消防局,,1,,,
36,104年度人事統計要覽,人事處,南投縣政府,人事處,,4,,,
37,105年金融財稅統計年報,主計處,南投縣政府,主計處,,12,,,
38,南投縣各項稅收稽徵成本,稅務局,南投縣政府,稅務局,,1,,,
39,南投縣政府綜合大樓親子放映室播放影片節目表,計畫處,南投縣政府,計畫處,,2,,,
40,104年南投縣政府財產量值總目錄,財政處,南投縣政府,財政處,,1,,,
41,南投縣地價稅滯納期滿徵績表,稅務局,南投縣政府,稅務局,,1,,,
42,南投縣政府稅務局歲出機關別決算表,稅務局,南投縣政府,稅務局,,1,,,
43,南投縣政府警察局違規車輛保管場,警察局,南投縣政府,警察局,,1,,,
44,南投縣查(核)定開徵數情形,稅務局,南投縣政府,稅務局,,1,,,
45,100年金融財稅統計年報,主計處,南投縣政府,主計處,,11,,,
46,101年金融財稅統計年報,主計處,南投縣政府,主計處,,11,,,
47,南投縣補習班,教育處,南投縣政府,教育處,,2,,,
48,南投縣各項稅收稽徵人力,稅務局,南投縣政府,稅務局,,1,,,
49,南投縣休閒農業區,農業處,南投縣政府,農業處,,1,,,
50,南投縣形象商圈聯絡資訊,建設處,南投縣政府,建設處,,1,,,
51,南投縣合法私立公墓一覽表,民政處,南投縣政府,民政處,,1,,,
52,南投縣合法私立火化場一覽表,民政處,南投縣政府,民政處,,1,,,
53,南投縣公私立骨灰（骸）存放設施【納骨塔】清冊,民政處,南投縣政府,民政處,,2,,,
54,南投縣教會堂,民政處,南投縣政府,民政處,,2,,,
55,南投縣各級學校基本資料,教育處,南投縣政府,教育處,,2,,,
56,南投縣學區劃分表,教育處,南投縣政府,教育處,,2,,,
57,南投縣私立幼兒園通訊資料,教育處,南投縣政府,教育處,,2,,,
58,南投縣公立幼兒園通訊資料,教育處,南投縣政府,教育處,,2,,,
59,南投縣菸酒進口業者資料查詢,財政處,南投縣政府,財政處,,2,,,
60,南投縣菸酒製造業者資料查詢,財政處,南投縣政府,財政處,,2,,,
61,南投縣轄儲蓄互助社資料查詢名單,財政處,南投縣政府,財政處,,2,,,
62,南投縣土地建物登記管理,地政處,南投縣政府,地政處,,1,,,
63,南投縣土地筆數面積公告地價,地政處,南投縣政府,地政處,,1,,,
64,南投縣已登記土地筆數面積,地政處,南投縣政府,地政處,,1,,,
65,南投縣iTaiwan熱點,計畫處,南投縣政府,計畫處,,2,,,
66,南投縣政府各區社會福利服務中心專區,社會及勞動處,南投縣政府,社會及勞動處,,1,,,
67,南投縣社區保母系統,社會及勞動處,南投縣政府,社會及勞動處,,1,,,
68,南投縣老人機構名冊,社會及勞動處,南投縣政府,社會及勞動處,,1,,,
69,南投縣身心障礙機構名冊,社會及勞動處,南投縣政府,社會及勞動處,,1,,,
70,社區照顧關懷據點名冊,社會及勞動處,南投縣政府,社會及勞動處,,1,,,
71,南投縣居家服務提供單位名冊,社會及勞動處,南投縣政府,社會及勞動處,,1,,,
72,南投縣工會名單,社會及勞動處,南投縣政府,社會及勞動處,,1,,,
73,就業服務據點,社會及勞動處,南投縣政府,社會及勞動處,,1,,,
74,南投景點資料,觀光處,南投縣政府,觀光處,,2,,,
75,南投美食資料,觀光處,南投縣政府,觀光處,,2,,,
76,南投活動資料,觀光處,南投縣政府,觀光處,,2,,,
77,各類機動車輛使用牌照稅分類稅額表,稅務局,南投縣政府,稅務局,,6,,,
78,南投縣政府消防局救護案件人數統計,消防局,南投縣政府,消防局,,1,,,
79,南投縣各類房屋折舊率及耐用年數標準表,稅務局,南投縣政府,稅務局,,1,,,
80,南投縣政府資訊大樓假日親子電影院(親子放映室)播放影片節目表,計畫處,南投縣政府,計畫處,,6,,,
81,南投縣動物用藥品販賣業者,家畜疾病防治所,南投縣政府,家畜疾病防治所,,1,,,
82,南投縣政府警察局固定式自動測速照相桿,警察局,南投縣政府,警察局,,1,,,
83,南投縣政府警察局所屬各單位地址及聯絡方式,警察局,南投縣政府,警察局,,1,,,
84,南投縣政府警察局業務職掌,警察局,南投縣政府,警察局,,1,,,
85,南投縣易發生交通肇事案件資料,警察局,南投縣政府,警察局,,1,,,
86,南投縣環境教育設施場所名單,環境保護局,南投縣政府,環境保護局,,1,,,
87,垃圾掩埋場地址,環境保護局,南投縣政府,環境保護局,,1,,,
88,南投縣病媒防治業及環境用藥販賣者名冊,環境保護局,南投縣政府,環境保護局,,1,,,
89,噪音監測,環境保護局,南投縣政府,環境保護局,,12,,,
91,南投縣機車排放空氣污染物檢驗站,環境保護局,南投縣政府,環境保護局,,1,,,
92,南投縣綠色商店名單,環境保護局,南投縣政府,環境保護局,,1,,,
93,南投縣環保旅店名單,環境保護局,南投縣政府,環境保護局,,1,,,
94,南投縣各地區公廁基本資料,環境保護局,南投縣政府,環境保護局,,1,,,
95,南投縣消防局各單位地圖,消防局,南投縣政府,消防局,,2,,,
96,南投縣轄內危險水域清冊,消防局,南投縣政府,消防局,,4,,,
97,南投縣各鄉鎮市防災避難地圖,消防局,南投縣政府,消防局,,1,,,
98,南投縣公共圖書館地址、電話表,文化局,南投縣政府,文化局,,3,,,
99,南投縣文化基金會一覽表,文化局,南投縣政府,文化局,,2,,,
100,南投縣文化設施,文化局,南投縣政府,文化局,,1,,,
101,南投縣文化資產,文化局,南投縣政府,文化局,,2,,,
102,南投縣立案演藝團體一覽表,文化局,南投縣政府,文化局,,2,,,
103,南投縣公共藝術,文化局,南投縣政府,文化局,,1,,,
104,南投縣政府文化局文化資產叢書一覽表,文化局,南投縣政府,文化局,,1,,,
105,南投縣藝文活動,文化局,南投縣政府,文化局,,2,,,
106,104年度推展部落文化健康站,原住民族行政局,南投縣政府,原住民族行政局,,2,,,
107,南投縣公私立醫院所數、救護車數量,衛生局,南投縣政府,衛生局,,1,,,
108,南投縣包裝飲用水工廠基本資料表,衛生局,南投縣政府,衛生局,,1,,,
109,南投縣餐盒食品工廠名冊,衛生局,南投縣政府,衛生局,,2,,,
110,南投縣「口腔黏膜健康檢查」醫療院所名單,衛生局,南投縣政府,衛生局,,1,,,
111,南投縣「子宮頸抹片篩檢」醫療院所名單,衛生局,南投縣政府,衛生局,,1,,,
112,南投縣「乳房Ｘ光攝影醫療機構認證」名單,衛生局,南投縣政府,衛生局,,1,,,
113,106年南投縣流感抗病毒藥劑合約院所一覽表,衛生局,南投縣政府,衛生局,,1,,,
114,南投縣十大死因,衛生局,南投縣政府,衛生局,,1,,,
115,南投縣衛生統計年報,衛生局,南投縣政府,衛生局,,1,,,
116,南投縣餐飲衛生優良店,衛生局,南投縣政府,衛生局,,2,,,
117,南投縣加水站業者名單,衛生局,南投縣政府,衛生局,,1,,,
118,南投縣盛包裝水抽驗重金屬、微生物結果,衛生局,南投縣政府,衛生局,,3,,,
119,南投縣各稅稅收統計報表,稅務局,南投縣政府,稅務局,,3,,,
120,南投縣地方稅稅源分析表,稅務局,南投縣政府,稅務局,,5,,,
121,南投縣稅捐統計要覽,稅務局,南投縣政府,稅務局,,48,,,
122,太極美地XML,觀光處,南投縣政府,觀光處,,1,,,
