編號,資料集名稱,資料來源(部會單位),第一層級,第二層級,第三層級,資料量,下載次數,瀏覽次數,主要欄位
20,宜蘭縣蘇澳鎮公所最新公共債務情形表,財政處,宜蘭縣政府,財政處,,27,,,"項目,	1年以上債務未償餘額,	短期債務未償餘額	, 平均每人負擔債務,	自償性債務未償餘額(含非營業特種基金)"
21,宜蘭縣五結鄉公所最新公共債務情形表,財政處,宜蘭縣政府,財政處,,14,,,"項目,	1年以上債務未償餘額,	短期債務未償餘額	, 平均每人負擔債務,	自償性債務未償餘額(含非營業特種基金)"
22,宜蘭縣三星鄉公所最新公共債務情形表,財政處,宜蘭縣政府,財政處,,14,,,"項目,	1年以上債務未償餘額,	短期債務未償餘額	, 平均每人負擔債務,	自償性債務未償餘額(含非營業特種基金)"
23,宜蘭縣大同鄉公所最新公共債務情形表,財政處,宜蘭縣政府,財政處,,15,,,"項目,	1年以上債務未償餘額,	短期債務未償餘額	, 平均每人負擔債務,	自償性債務未償餘額(含非營業特種基金)"
24,宜蘭縣南澳鄉公所最新公共債務情形表,財政處,宜蘭縣政府,財政處,,15,,,"項目,	1年以上債務未償餘額,	短期債務未償餘額	, 平均每人負擔債務,	自償性債務未償餘額(含非營業特種基金)"
25,宜蘭縣旅館名冊,工商旅遊處,宜蘭縣政府,工商旅遊處,,207,,,
26,宜蘭縣民宿名冊,工商旅遊處,宜蘭縣政府,工商旅遊處,,1061,,,
27,宜蘭旅遊服務中心暨遊客中心,工商旅遊處,宜蘭縣政府,工商旅遊處,,15,,,
28,宜蘭縣市區客運站位經緯度,建設處,宜蘭縣政府,建設處,,708,,,
29,宜蘭縣市區客運路線線型經緯度,建設處,宜蘭縣政府,建設處,,4704,,,
30,宜蘭縣計程車業者(酒後代駕)叫車資訊一覽表,建設處,宜蘭縣政府,建設處,,,,,地區、計程車行、服務電話、服務時間
31,宜蘭縣假日開放停車場與廁所學校一覽表,教育處,宜蘭縣政府,教育處,,46,,,
32,宜蘭縣災民收容所學校一覽表,教育處,宜蘭縣政府,教育處,,,,,
33,106年度校舍地春節期間開放露營場地之學校名冊,教育處,宜蘭縣政府,教育處,,65536,,,
34,宜蘭縣短期補習班,教育處,宜蘭縣政府,教育處,,,,,
35,宜蘭縣樂齡學習中心,教育處,宜蘭縣政府,教育處,,,,,
36,宜蘭縣社區大學,教育處,宜蘭縣政府,教育處,,,,,
37,宜蘭縣通過認證環境教育場所認證情形表,教育處,宜蘭縣政府,教育處,,6,,,
38,宜蘭縣公立幼兒園,教育處,宜蘭縣政府,教育處,,,,,
39,宜蘭縣私立幼兒園,教育處,宜蘭縣政府,教育處,,,,,
40,宜蘭縣105學年度第2學期國民小學辦理兒童課後照顧服務班學校清單,教育處,宜蘭縣政府,教育處,,,,,宜蘭縣105學年度第2學期國民小學辦理兒童課後照顧服務班學校清單
41,社區照顧關懷據點,社會處,宜蘭縣政府,社會處,,102,,,性質、主管機關、辦理單位、成立日期、立案文號、負責人、連絡電話、傳真、電子郵件、地址、相關網站、X坐標、Y坐標、最後更新時間
42,遊民收容位置及收容人數,社會處,宜蘭縣政府,社會處,,251,,,性質、主管機關、辦理單位、成立日期、立案文號、負責人、連絡電話、傳真、電子郵件、地址、相關網站、X坐標、Y坐標、最後更新時間
43,避難收容所位置及收容人數,社會處,宜蘭縣政府,社會處,,,,,性質、主管機關、辦理單位、成立日期、立案文號、負責人、連絡電話、傳真、電子郵件、地址、相關網站、X坐標、Y坐標、最後更新時間
44,物資銀行服務據點,社會處,宜蘭縣政府,社會處,,,,,性質、主管機關、辦理單位、成立日期、立案文號、負責人、連絡電話、傳真、電子郵件、地址、相關網站、X坐標、Y坐標、最後更新時間
45,就業服務據點,社會處,宜蘭縣政府,社會處,,,,,性質、主管機關、辦理單位、成立日期、立案文號、負責人、連絡電話、傳真、電子郵件、地址、相關網站、X坐標、Y坐標、最後更新時間
46,早期療育服務通報轉介中心,社會處,宜蘭縣政府,社會處,,3,,,性質、主管機關、辦理單位、成立日期、立案文號、負責人、連絡電話、傳真、電子郵件、地址、相關網站、X坐標、Y坐標、最後更新時間
47,社會福利服務中心,社會處,宜蘭縣政府,社會處,,4,,,性質、主管機關、辦理單位、成立日期、立案文號、負責人、連絡電話、傳真、電子郵件、地址、相關網站、X坐標、Y坐標、最後更新時間
48,高風險家庭關懷輔導處遇服務提供單位,社會處,宜蘭縣政府,社會處,,2,,,性質、主管機關、辦理單位、成立日期、立案文號、負責人、連絡電話、傳真、電子郵件、地址、相關網站、X坐標、Y坐標、最後更新時間
49,執業社工師分布,社會處,宜蘭縣政府,社會處,,,,,性質、主管機關、辦理單位、成立日期、立案文號、負責人、連絡電話、傳真、電子郵件、地址、相關網站、X坐標、Y坐標、最後更新時間
50,宜蘭縣立案人民團體名冊,社會處,宜蘭縣政府,社會處,,,,,宜蘭縣立案人民團體名稱、地址、立案字號
51,老人福利機構,社會處,宜蘭縣政府,社會處,,41,,,性質、主管機關、辦理單位、成立日期、立案文號、負責人、連絡電話、傳真、電子郵件、地址、相關網站、X坐標、Y坐標、最後更新時間
52,日間照顧中心,社會處,宜蘭縣政府,社會處,,10,,,性質、主管機關、辦理單位、成立日期、立案文號、負責人、連絡電話、傳真、電子郵件、地址、相關網站、X坐標、Y坐標、最後更新時間
53,家庭暴力及性侵害防治中心,社會處,宜蘭縣政府,社會處,,2,,,性質、主管機關、辦理單位、成立日期、立案文號、負責人、連絡電話、傳真、電子郵件、地址、相關網站、X坐標、Y坐標、最後更新時間
54,老人共餐據點,社會處,宜蘭縣政府,社會處,,,,,性質、主管機關、辦理單位、成立日期、立案文號、負責人、連絡電話、傳真、電子郵件、地址、相關網站、X坐標、Y坐標、最後更新時間
55,社區活動中心,社會處,宜蘭縣政府,社會處,,,,,性質、主管機關、辦理單位、成立日期、立案文號、負責人、連絡電話、傳真、電子郵件、地址、相關網站、X坐標、Y坐標、最後更新時間
56,村里辦公室,社會處,宜蘭縣政府,社會處,,,,,性質、主管機關、辦理單位、成立日期、立案文號、負責人、連絡電話、傳真、電子郵件、地址、相關網站、X坐標、Y坐標、最後更新時間
57,社區發展協會,社會處,宜蘭縣政府,社會處,,,,,性質、主管機關、辦理單位、成立日期、立案文號、負責人、連絡電話、傳真、電子郵件、地址、相關網站、X坐標、Y坐標、最後更新時間
58,社會福利志願服務團隊,社會處,宜蘭縣政府,社會處,,,,,性質、主管機關、辦理單位、成立日期、立案文號、負責人、連絡電話、傳真、電子郵件、地址、相關網站、X坐標、Y坐標、最後更新時間
59,公益團體,社會處,宜蘭縣政府,社會處,,,,,性質、主管機關、辦理單位、成立日期、立案文號、負責人、連絡電話、傳真、電子郵件、地址、相關網站、X坐標、Y坐標、最後更新時間
60,宜蘭縣獨居長者關懷志工隊,社會處,宜蘭縣政府,社會處,,,,,
61,早期療育服務個案管理中心,社會處,宜蘭縣政府,社會處,,3,,,性質、主管機關、辦理單位、成立日期、立案文號、負責人、連絡電話、傳真、電子郵件、地址、相關網站、X坐標、Y坐標、最後更新時間
62,身心障礙住宿機構,社會處,宜蘭縣政府,社會處,,7,,,性質、主管機關、辦理單位、成立日期、立案文號、負責人、連絡電話、傳真、電子郵件、地址、相關網站、X坐標、Y坐標、最後更新時間
63,身心障礙福利機構,社會處,宜蘭縣政府,社會處,,7,,,性質、主管機關、辦理單位、成立日期、立案文號、負責人、連絡電話、傳真、電子郵件、地址、相關網站、X坐標、Y坐標、最後更新時間
64,身心障礙福利日間照顧機構,社會處,宜蘭縣政府,社會處,,7,,,性質、主管機關、辦理單位、成立日期、立案文號、負責人、連絡電話、傳真、電子郵件、地址、相關網站、X坐標、Y坐標、最後更新時間
65,老人福利服務中心,社會處,宜蘭縣政府,社會處,,11,,,性質、主管機關、辦理單位、成立日期、立案文號、負責人、連絡電話、傳真、電子郵件、地址、相關網站、X坐標、Y坐標、最後更新時間
66,老人安養機構,社會處,宜蘭縣政府,社會處,,,,,性質、主管機關、辦理單位、成立日期、立案文號、負責人、連絡電話、傳真、電子郵件、地址、相關網站、X坐標、Y坐標、最後更新時間
67,身心障礙牙醫醫療院所,社會處,宜蘭縣政府,社會處,,,,,性質、主管機關、辦理單位、成立日期、立案文號、負責人、連絡電話、傳真、電子郵件、地址、相關網站、X坐標、Y坐標、最後更新時間
68,身心障礙者復康巴士服務,社會處,宜蘭縣政府,社會處,,,,,性質、主管機關、辦理單位、成立日期、立案文號、負責人、連絡電話、傳真、電子郵件、地址、相關網站、X坐標、Y坐標、最後更新時間
69,身心障礙團體,社會處,宜蘭縣政府,社會處,,,,,性質、主管機關、辦理單位、成立日期、立案文號、負責人、連絡電話、傳真、電子郵件、地址、相關網站、X坐標、Y坐標、最後更新時間
70,失智症守護據點,社會處,宜蘭縣政府,社會處,,,,,性質、主管機關、辦理單位、成立日期、立案文號、負責人、連絡電話、傳真、電子郵件、地址、相關網站、X坐標、Y坐標、最後更新時間
71,兒童及少年安置教養機構,社會處,宜蘭縣政府,社會處,,4,,,性質、主管機關、辦理單位、成立日期、立案文號、負責人、連絡電話、傳真、電子郵件、地址、相關網站、X坐標、Y坐標、最後更新時間
72,兒童及少年福利服務中心,社會處,宜蘭縣政府,社會處,,2,,,性質、主管機關、辦理單位、成立日期、立案文號、負責人、連絡電話、傳真、電子郵件、地址、相關網站、X坐標、Y坐標、最後更新時間
73,公私立托育資源中心,社會處,宜蘭縣政府,社會處,,3,,,性質、主管機關、辦理單位、成立日期、立案文號、負責人、連絡電話、傳真、電子郵件、地址、相關網站、X坐標、Y坐標、最後更新時間
74,公私立托嬰中心,社會處,宜蘭縣政府,社會處,,15,,,性質、主管機關、辦理單位、成立日期、立案文號、負責人、連絡電話、傳真、電子郵件、地址、相關網站、X坐標、Y坐標、最後更新時間
75,單親及婦女福利服務中心,社會處,宜蘭縣政府,社會處,,2,,,性質、主管機關、辦理單位、成立日期、立案文號、負責人、連絡電話、傳真、電子郵件、地址、相關網站、X坐標、Y坐標、最後更新時間
76,新移民家庭服務中心,社會處,宜蘭縣政府,社會處,,,,,性質、主管機關、辦理單位、成立日期、立案文號、負責人、連絡電話、傳真、電子郵件、地址、相關網站、X坐標、Y坐標、最後更新時間
77,新住民社區服務據點,社會處,宜蘭縣政府,社會處,,3,,,性質、主管機關、辦理單位、成立日期、立案文號、負責人、連絡電話、傳真、電子郵件、地址、相關網站、X坐標、Y坐標、最後更新時間
78,保母系統分布,社會處,宜蘭縣政府,社會處,,,,,性質、主管機關、辦理單位、成立日期、立案文號、負責人、連絡電話、傳真、電子郵件、地址、相關網站、X坐標、Y坐標、最後更新時間
79,社區家庭守護據點,社會處,宜蘭縣政府,社會處,,,,,性質、主管機關、辦理單位、成立日期、立案文號、負責人、連絡電話、傳真、電子郵件、地址、相關網站、X坐標、Y坐標、最後更新時間
80,收出養服務中心,社會處,宜蘭縣政府,社會處,,,,,性質、主管機關、辦理單位、成立日期、立案文號、負責人、連絡電話、傳真、電子郵件、地址、相關網站、X坐標、Y坐標、最後更新時間
81,社區家庭守護據點,社會處,宜蘭縣政府,社會處,,,,,性質、主管機關、辦理單位、成立日期、立案文號、負責人、連絡電話、傳真、電子郵件、地址、相關網站、X坐標、Y坐標、最後更新時間
82,宜蘭縣經紀業名冊,地政處,宜蘭縣政府,地政處,,192,,,
83,1999專線及縣政信箱,計畫處,宜蘭縣政府,計畫處,,2,,,1999專線市內、外電話、縣政信箱網址
84,宜蘭縣村里資訊站及村里混裝數位機會中心,計畫處,宜蘭縣政府,計畫處,,20,,,
85,宜蘭縣免費無線熱點,計畫處,宜蘭縣政府,計畫處,,1004,,,
86,宜蘭縣土壤採樣計畫採樣次數資料,環保局,宜蘭縣政府,環保局,,,,,
87,宜蘭縣利澤焚化廠位置資料,環保局,宜蘭縣政府,環保局,,,,,
88,宜蘭縣柴油車排煙動力計檢測站基本資料,環保局,宜蘭縣政府,環保局,,,,,
89,噪音管制標準第二條：噪音管制時段區分說明,環保局,宜蘭縣政府,環保局,,,,,
90,噪音管制標準第四條：工廠(場)噪音管制標準值,環保局,宜蘭縣政府,環保局,,,,,
91,宜蘭縣依據噪音管制標準第八條公告噪音管制標準,環保局,宜蘭縣政府,環保局,,,,,
92,宜蘭縣自辦海域水質監測結果,環保局,宜蘭縣政府,環保局,,,,,
93,宜蘭縣環保局公務統計報表下載,環保局,宜蘭縣政府,環保局,,,,,
94,宜蘭縣環保局申辦表單下載,環保局,宜蘭縣政府,環保局,,,,,
95,宜蘭縣垃圾衛生掩埋場地下水監測井位置資料,環保局,宜蘭縣政府,環保局,,,,,
96,宜蘭縣一般地區環境音量每季監測資料,環保局,宜蘭縣政府,環保局,,,,,
97,宜蘭縣生熟廚餘回收分類表,環保局,宜蘭縣政府,環保局,,,,,
98,宜蘭縣飲料販賣業提報減量計畫之優惠方案,環保局,宜蘭縣政府,環保局,,,,,
99,宜蘭縣環保局新聞稿,環保局,宜蘭縣政府,環保局,,,,,
100,宜蘭縣綠色商店名冊,環保局,宜蘭縣政府,環保局,,,,,
101,宜蘭縣政府無線充電放置地點,計畫處,宜蘭縣政府,計畫處,,,,,"點位名稱,類型,鄉鎮市,地址,數量,服務範圍,服務台電話1,服務台電話2"
102,宜蘭縣IOC環境資料,計畫處,宜蘭縣政府,計畫處,,44,,,"id=序號;macAddr=LoRa晶片序號;temp=溫度;humi=濕度%;pm2d5=PM2.5濃度;height=空氣盒子的高度m;power=電源供應狀況,0=電池1=交流電;lat緯度;lon經度;gwid,Lora基地台ID;gwip,Lora基地台Ip;rssi=Received Signal Strength Indicator;snr=Signal to Noise Ratio;buff,lora傳輸到基地台時間;day,日期;time,小時;datatime,時間;year,年份"
103,政府行政機關辦公日曆表,人事處,宜蘭縣政府,人事處,,121,,,
104,已登錄土地面積,主計處,宜蘭縣政府,主計處,,,,,
105,105年統計年報,主計處,宜蘭縣政府,主計處,,,,,
106,實施三七五減租成果,主計處,宜蘭縣政府,主計處,,,,,
107,土地徵收面積(88-101年),主計處,宜蘭縣政府,主計處,,,,,
108,土地徵收面積(102年以後),主計處,宜蘭縣政府,主計處,,,,,
109,"公地撥用面積-年 依 期間, 鄉鎮別 與 項目別",主計處,宜蘭縣政府,主計處,,,,,
110,"現住戶數、人口密度及性比例-年 依 期間, 鄉鎮市 與 項目",主計處,宜蘭縣政府,主計處,,,,,
111,"戶籍動態(88-101年)-年 依 期間, 鄉鎮市 與 項目",主計處,宜蘭縣政府,主計處,,,,,
112,"戶籍動態(102-103年)-年 依 期間, 鄉鎮市 與 項目",主計處,宜蘭縣政府,主計處,,,,,
113,"戶籍動態(104年後)-年 依 期間, 鄉鎮市 與 項目",主計處,宜蘭縣政府,主計處,,,,,
114,"現住人口之年齡分配－依5歲間距-年 依 期間, 鄉鎮市, 男/女 與 年齡層",主計處,宜蘭縣政府,主計處,,,,,
115,"現住人口之年齡分配－依5歲間距-年 依 期間, 鄉鎮市, 男/女 與 年齡層",主計處,宜蘭縣政府,主計處,,,,,
116,"現住人口之年齡分配－依老幼-年 依 期間, 鄉鎮市 與 項目",主計處,宜蘭縣政府,主計處,,,,,
117,"滿15歲以上現住人口之教育程度－依年齡(88-101年)-年 依 期間, 年齡層,"" ""男/女 與 項目",主計處,宜蘭縣政府,主計處,,,,,
118,"滿15歲以上現住人口之教育程度－依年齡(102年後)-年 依 期間, 年齡層, 男/女",主計處,宜蘭縣政府,主計處,,,,,
119,"滿15歲以上現住人口之教育程度－依鄉鎮市(88-101年)-年 依 期間, 鄉鎮市,"" ""男/女 與 項目",主計處,宜蘭縣政府,主計處,,,,,
120,"滿15歲以上現住人口之教育程度－依鄉鎮市(102年後)-年 依 期間, 鄉鎮市,"" ""男/女 與 項目",主計處,宜蘭縣政府,主計處,,,,,
121,"現住人口之婚姻狀況－依年齡-年 依 期間, 年齡層, 婚姻 與 男/女",主計處,宜蘭縣政府,主計處,,,,,
122,"現住人口之婚姻狀況－依鄉鎮市-年 依 期間, 鄉鎮市, 婚姻 與 男/女",主計處,宜蘭縣政府,主計處,,,,,
123,"現住原住民戶口數-年 依 期間, 鄉鎮市 與 項目",主計處,宜蘭縣政府,主計處,,,,,
124,"現住原住民年齡分配-年 依 期間, 鄉鎮市, 男/女 與 年齡層",主計處,宜蘭縣政府,主計處,,,,,
125,"現住原住民教育程度(92-101年)-年 依 期間, 年齡層, 男/女, 平地/山地 與"" ""項目",主計處,宜蘭縣政府,主計處,,,,,
126,"現住原住民教育程度(88-91年)-年 依 期間, 鄉鎮市, 男/女, 平地/山地 與 項目",主計處,宜蘭縣政府,主計處,,,,,
127,"現住原住民教育程度(102年後)-年 依 期間, 年齡層, 男/女, 平地/山地 與 項目",主計處,宜蘭縣政府,主計處,,,,,
128,"現住原住民婚姻狀況(92年後)-年 依 期間, 年齡層, 平地/山地, 婚姻 與 男/女",主計處,宜蘭縣政府,主計處,,,,,
129,"現住原住民婚姻狀況(88-91年)-年 依 期間, 鄉鎮市, 平地/山地 與 項目",主計處,宜蘭縣政府,主計處,,,,,
130,宜蘭縣偏遠地區移動式機車檢驗站機車定檢服務行程表,環保局,宜蘭縣政府,環保局,,,,,"是否為假日,鄉鎮市,地點,檢驗服務時間,檢驗服務日期"
131,宜蘭縣歷屆環境教育獎得獎名單,環保局,宜蘭縣政府,環保局,,,,,
132,宜蘭縣取得事業廢棄物(廚餘)再利用檢核身分機構名冊,環保局,宜蘭縣政府,環保局,,,,,"序號,機構名稱,電話,所在鄉鎮市,再利用檢核期限"
133,宜蘭縣各公所歷年環境清潔競賽考核評比成績,環保局,宜蘭縣政府,環保局,,,,,
134,宜蘭縣自辦港口水質監測結果,環保局,宜蘭縣政府,環保局,,,,,
135,噪音管制標準第五條：娛樂場所、營業場所噪音管制標準,環保局,宜蘭縣政府,環保局,,,,,
136,宜蘭縣港口水質監測標準值,環保局,宜蘭縣政府,環保局,,,,,
137,宜蘭縣交通音量每季監測資料,環保局,宜蘭縣政府,環保局,,,,,
138,宜蘭縣社區資源回收站資訊,環保局,宜蘭縣政府,環保局,,,,,
139,宜蘭縣環保旅店名冊,環保局,宜蘭縣政府,環保局,,,,,
140,宜蘭縣各鄉鎮市垃圾車APP清運點資料,環保局,宜蘭縣政府,環保局,,,,,
141,宜蘭縣人工空氣品質監測站總懸浮微粒監測資料,環保局,宜蘭縣政府,環保局,,,,,
142,宜蘭縣已補助新購電動二輪車申請案查詢,環保局,宜蘭縣政府,環保局,,,,,
143,宜蘭縣加油站資料,環保局,宜蘭縣政府,環保局,,,,,
144,宜蘭縣環保局各項計畫執行成果,環保局,宜蘭縣政府,環保局,,,,,
145,宜蘭縣有申請廢食用油工作證之合格清除機構,環保局,宜蘭縣政府,環保局,,,,,
146,宜蘭縣自備環保杯享優惠業者名單,環保局,宜蘭縣政府,環保局,,,,,
147,宜蘭縣環保局招標公告,環保局,宜蘭縣政府,環保局,,,,,
148,宜蘭縣人工空氣品質監測站落塵量監測資料,環保局,宜蘭縣政府,環保局,,,,,
149,宜蘭縣各鄉鎮市清潔隊廚餘回收分類表,環保局,宜蘭縣政府,環保局,,,,,
150,宜蘭縣公民營清除處理機構名冊,環保局,宜蘭縣政府,環保局,,,,,
151,宜蘭縣環保局環保大事記,環保局,宜蘭縣政府,環保局,,,,,
152,宜蘭縣廢棄車輛拖吊資料查詢系統,環保局,宜蘭縣政府,環保局,,,,,
153,宜蘭縣水質監測站基本資料,環保局,宜蘭縣政府,環保局,,,,,
154,宜蘭縣機車排氣檢驗站資料,環保局,宜蘭縣政府,環保局,,,,,
155,宜蘭縣已核發應回收廢棄物回收處理業登記名冊,環保局,宜蘭縣政府,環保局,,,,,
156,宜蘭縣電動機車充電站,環保局,宜蘭縣政府,環保局,,,,,
157,宜蘭縣領有病媒防治業許可執照業者名單,環保局,宜蘭縣政府,環保局,,,,,
158,宜蘭縣環保法規,環保局,宜蘭縣政府,環保局,,,,,
159,宜蘭縣噪音監測站名冊,環保局,宜蘭縣政府,環保局,,,,,
160,宜蘭縣歷年資源回收成果統計表,環保局,宜蘭縣政府,環保局,,,,,
161,宜蘭縣固定污染源自動連續監測系統(CEMS)開放資料,環保局,宜蘭縣政府,環保局,,,,,
162,宜蘭縣垃圾衛生掩埋場地下水監測基準值,環保局,宜蘭縣政府,環保局,,,,,
163,宜蘭縣列管海岸資料,環保局,宜蘭縣政府,環保局,,,,,"編號,清潔海岸地點,長度,查報單位"
164,宜蘭縣各鄉鎮市公所公設廣告欄設置地點,環保局,宜蘭縣政府,環保局,,,,,"鄉鎮市,設置地點,座數"
165,宜蘭縣柴油車油品成份含硫量歷年查驗成果,環保局,宜蘭縣政府,環保局,,,,,"現場樣品編號,檢驗室樣品編號,採樣日期,送驗日期,報告日期,含硫量,合格與否,採樣點,設籍地,縣內大客貨,比重值"
166,宜蘭縣柴油車各廠牌原廠保養維修廠地址資料,環保局,宜蘭縣政府,環保局,,,,,"序號,保養廠名稱,保養廠地址"
167,空氣污染防制法-空氣品質標準,環保局,宜蘭縣政府,環保局,,,,,"各項平均值,各項平均值意義說明"
168,空氣污染防制法-空氣品質標準之各項平均值意義說明,環保局,宜蘭縣政府,環保局,,,,,"各項平均值,各項平均值意義說明"
169,宜蘭縣公私場所臭異味檢測結果,環保局,宜蘭縣政府,環保局,,,,,"檢測對象,檢測日期,採樣類型,管道編號,檢測結果,標準值,備註"
170,宜蘭縣機車排氣定檢通知名冊資料,環保局,宜蘭縣政府,環保局,,,,,"車號,車型,廠牌,出廠年月,應定檢年月_起,應定檢年月_迄,引擎號碼"
171,宜蘭縣107年度淘汰二行程機車與新購電動機車補助資訊,環保局,宜蘭縣政府,環保局,,,,,"補助計畫年度,補助計畫,補助單位,傳統二行程機車,傳統四行程機車,電動重型機車,電動輕型,電動小型輕型,電動自行車,電動輔助自行車,連結網址"
172,宜蘭縣水肥清運業者經許可投入水肥處理站名冊,環保局,宜蘭縣政府,環保局,,,,,
173,宜蘭縣旅遊景點、學校、公廁等公共設施管理檢查執行情形報告表,環保局,宜蘭縣政府,環保局,,,,,"查核年份,查核月份,督導機關,檢查項目,查核情形,設施名稱,設施所屬鄉鎮市,查核結果"
174,宜蘭縣垃圾掩埋場現況表,環保局,宜蘭縣政府,環保局,,,,,
175,宜蘭縣4大水泥廠廢棄物再利用資料,環保局,宜蘭縣政府,環保局,,,,,
176,宜蘭縣超商賣場廟宇紙錢集中門市名冊,環保局,宜蘭縣政府,環保局,,,,,
177,宜蘭縣政府第9屆環境影響評估審查委員會委員名冊,環保局,宜蘭縣政府,環保局,,,,,
178,宜蘭縣各公所及清潔隊聯絡資料,環保局,宜蘭縣政府,環保局,,,,,
179,宜蘭縣場置性地下水監測井基本資料,環保局,宜蘭縣政府,環保局,,,,,"監測井編號,監測站名,區域性監測井,地址,監測站坐標-X,監測站坐標-Y,設置日期,設置廠商,井篩長度,井深,監測井型式,井頂高程"
180,宜蘭縣依據噪音管制標準第八條公告噪音管制標準,環保局,宜蘭縣政府,環保局,,,,,
181,噪音管制標準第六條：營建工程噪音管制標準值,環保局,宜蘭縣政府,環保局,,,,,
182,噪音管制標準第七條：擴音設施噪音管制標準,環保局,宜蘭縣政府,環保局,,,,,
183,宜蘭縣海域水質監測標準值,環保局,宜蘭縣政府,環保局,,,,,
184,宜蘭縣環境教育設施場所名冊,環保局,宜蘭縣政府,環保局,,,,,
185,宜蘭縣資源回收物分類指引明細表,環保局,宜蘭縣政府,環保局,,,,,
186,宜蘭縣垃圾衛生掩埋場進場量資料,環保局,宜蘭縣政府,環保局,,,,,
187,宜蘭縣自來水水質監測與指標資料,環保局,宜蘭縣政府,環保局,,,,,
188,宜蘭縣再生家具販售目錄,環保局,宜蘭縣政府,環保局,,,,,
189,宜蘭縣垃圾衛生掩埋場歷年地下水監測結果,環保局,宜蘭縣政府,環保局,,,,,
190,宜蘭縣區域性地下水監測井基本資料,環保局,宜蘭縣政府,環保局,,,,,"測站編號;測站名稱;地點;經度,緯度,測點高度,距離道路,總懸浮微粒,鉛,落塵"
191,宜蘭縣人工空氣品質測站設置概況與測定項目,環保局,宜蘭縣政府,環保局,,,,,
192,宜蘭縣公廁基本資料,環保局,宜蘭縣政府,環保局,,,,,"公廁編號,公廁名稱,地址或地點描述,主管機關,管理單位名稱,管理單位聯絡電話,緯度,經度,公廁類別,公廁類型,男廁小便斗數量,男廁間數量,女廁間數量,親子廁間數量,無障礙廁間數量,坐式馬桶數量,蹲式馬桶數量"
