編號,資料集名稱,資料來源(部會單位),第一層級,第二層級,第三層級,資料量,下載次數,瀏覽次數,主要欄位
11,役男申請複檢案件統計表,臺北市政府兵役局,台北市政府,兵役局,,5,,,"複檢醫院,公費人數,自費人數,合計"
12,抽籤人數統計表,臺北市政府兵役局,台北市政府,兵役局,,26,,,"區別年別,陸軍,海軍艦艇兵,海軍陸戰隊,空軍,常備兵小計,82前替代役,總計,申請替代役"
13,役男徵兵檢查BMI值統計表,臺北市政府兵役局,台北市政府,兵役局,,43,,,"BMI值體位,人數,百分比,總計"
14,役男徵兵檢查人數統計表,臺北市政府兵役局,台北市政府,兵役局,,13,,,"年次,判定體位檢查人數,判定體位常備役體位暨常甲,判定體位常備役乙等,判定體位替代役體位暨替甲,判定體位替代役乙等,判定體位免役體位,判定體位體位未定,判定體位專科檢查,身心障礙書面審核,役男體檢住所檢查,役男體檢重點檢查,未受檢查合計,未受檢查在學緩徵,未受檢查報考大專,未受檢查現役軍警,未受檢查因素緩徵,未受檢查出境,未受檢查僑民役男,未受檢查其他"
15,徵集人數統計表,臺北市政府兵役局,台北市政府,兵役局,,14,,,"項目,一般教育程度常備兵陸軍,一般教育程度常備兵海軍艦艇兵,一般教育程度常備兵海軍陸戰隊,一般教育程度常備兵空軍,一般教育程度常備兵憲兵,一般教育程度常備兵合計,大專畢業程度常備兵陸軍,大專畢業程度常備兵海軍艦艇兵,大專畢業程度常備兵海軍陸戰隊,大專畢業程度常備兵空軍,大專畢業程度常備兵憲兵,大專畢業程度常備兵合計,補充兵,預官預士,總計,備註"
16,臺北市防空避難設備,臺北市政府警察局,台北市政府,警察局,,1檔,,,防空避難室數量及容量
17,臺北市路邊停車格位,臺北市停車管理工程處,台北市政府,停車管理工程處,,1427,,,格位、格位類別、路段等
18,臺北市停水資訊-(大臺北地區),臺北自來水事業處,臺北自來水事業處,,,6,,,SW_No：停水案件系統代碼、FS_Date：預定開始停水日期、FC_Date：預定最後通水日期、SW_Area：停水區域、Description：停水通知內容、PubDate：公告日期、StopWaterSection_twd97：停水區域(採TWD97座標，以WKT表示)、StopWaterSection_twd97_wgs84(採WGS84座標，以WKT表示)： 
19,獎懲月報表,臺北市政府人事處,台北市政府,人事處,,約972KB,,,機關名稱、行政懲處、行政獎勵、懲戒處分
20,臺北市文化快遞資訊,臺北市政府文化局,台北市政府,文化局,,657,,,"後續欄位說明順序為[欄位,型別,長度,說明] [ID,INT,4,活動編號，為固定之唯一值(流水號)] [EventName,Nvarchar,100,活動名稱] [ShowGroupName,Nvarchar,100,演出單位] [EventTypeID,INT,4,資料類別] 1.表演萬象 2.展覽廣場 3.音樂現場 4.講座研習 5.電影瞭望 6.城市萬花筒 7.親子活動 8.城外行腳 [DurationStart,datetime,,活動開始時間] [DurationEnd,datetime,,活動結束時間] [IsCharge,INT,4,是否免費] 0:否,1:是 [Fee,Nvarchar,100,票價] [ShoppingUrl,Nvarchar,200,售票網址] [ContactName,Nvarchar,50,活動連絡人] [ContactTel,nvarchar,50,活動連絡電話] [ContactFax,Nvarchar,30,活動傳真電話] [BriefIntroduction,ntext,,活動簡介] [vContent,ntext,,活動內容] [EventUrl,Nvarchar,200,活動網址] [YouTubeUrl,Nvarchar,200,YouTube影音網址] [ImageFile,varchar,50,大圖檔案名稱(提供無版權爭議且可對外流通供應之照片，以讓加值業者可透過本網址連結使用)] [LogoImageFile,varchar,50,小圖檔案名稱(提供無版權爭議且可對外流通供應之照片，以讓加值業者可透過本網址連結使用)] [InsertTime,Datetime,活動發布時間] [dtStart,Datetime,,場次起始日期] [dtEnd,Datetime,,場次結束日期] [timeStart,Varchar,5,場次開始時間] [Location,Nvarchar,500,場次地點] [CityID,Int,4,縣市名] [AreaID,Int,4,區域名] [Address,Nvarchar,100,場次地址] [longitude,Varchar,30,經度] [latitude,Varchar,30,緯度]  註ㄧ：上述所有欄位若為空值在json格式，輸出資料會以「null」字樣呈現。 註二：上述所有欄位若為空值在xml格式，輸出資料皆不會帶值。"
21,臺北市政府違反性別工作平等法事業單位及事業主公布總表,臺北市政府勞動局,台北市政府,勞動局,,53,,,項次； 事業單位名稱； 違反性別工作平等法條款； 違反法規內容； 處分書文號； 處分日期； 備註；
22,臺北市政府違反勞動基準法事業單位及事業主公布總表,臺北市政府勞動局,台北市政府,勞動局,,5141,,,公告日期； 處分日期； 處分字號； 事業單位名稱/自然人姓名； 事業單位代表人； 違反勞動基準法條款； 違反法規內容； 備註；
23,臺北市政府違反職業安全衛生法事業單位及事業主公布總表,臺北市政府勞動局,台北市政府,勞動局,,4227,,,公告日期； 處分日期； 處分字號； 事業單位名稱／自然人姓名； 負責人； 違反職業安全衛生法條款； 違反法規內容； 備註
24,臺北市直飲臺,臺北自來水事業處,臺北自來水事業處,,,703,,,一、直飲臺編號、轄區分處、市別、場所別、場所次分類、場所名稱、地址、行政區、管理單位、連絡電話、場所開放時間、設置地點、經度、緯度、狀態、狀態異動日期時間、最近採樣日期時間、大腸桿菌群。 二、採樣事宜依據行政院環境保護署「飲用水連續供水固定設備使用及維護管理辦法」規定辦理。
25,臺北市嬰幼兒照顧服務-兒童托育資源中心,臺北市政府社會局,台北市政府,社會局,,1,,,機構名稱、行政區、編號、負責人頭銜、負責人姓名、聯絡人頭銜、聯絡人姓名、屆期、郵遞區號、城市、地址、電話、傳真、網址、e-mail、機關簡介、字號標題、立案字號、開始日期標題、成立日期、項目一標題、項目一內容、項目二標題、項目二內容、組織區域、兼任里長、是否備有交通車、橫座標、縱座標、單位代碼、提供單位、上傳日期
26,臺北市嬰幼兒照顧服務-臺北市私立托嬰中心,臺北市政府社會局,台北市政府,社會局,,121,,,機構名稱、行政區、編號、負責人頭銜、負責人姓名、聯絡人頭銜、聯絡人姓名、屆期、郵遞區號、城市、地址、電話、傳真、網址、e-mail、機關簡介、字號標題、立案字號、開始日期標題、成立日期、項目一標題、項目一內容、項目二標題、項目二內容、組織區域、兼任里長、是否備有交通車、橫座標、縱座標、單位代碼、提供單位、上傳日期
27,臺北市身心障礙者服務-臺北市身心障礙福利會館,臺北市政府社會局,台北市政府,社會局,,1,,,機構名稱、行政區、編號、負責人頭銜、負責人姓名、聯絡人頭銜、聯絡人姓名、屆期、郵遞區號、城市、地址、電話、傳真、網址、e-mail、機關簡介、字號標題、立案字號、開始日期標題、成立日期、項目一標題、項目一內容、項目二標題、項目二內容、組織區域、兼任里長、是否備有交通車、橫座標、縱座標、單位代碼、提供單位、上傳日期
28,臺北市銀髮族服務-公立老人安養護機構,臺北市政府社會局,台北市政府,社會局,,2,,,機構名稱、行政區、編號、負責人頭銜、負責人姓名、聯絡人頭銜、聯絡人姓名、屆期、郵遞區號、城市、地址、電話、傳真、網址、e-mail、機關簡介、字號標題、立案字號、開始日期標題、成立日期、項目一標題、項目一內容、項目二標題、項目二內容、組織區域、兼任里長、是否備有交通車、橫座標、縱座標、單位代碼、提供單位、上傳日期
29,臺北市銀髮族服務-公辦民營老人安養護機構,臺北市政府社會局,台北市政府,社會局,,,,,機構名稱、行政區、編號、負責人頭銜、負責人姓名、聯絡人頭銜、聯絡人姓名、屆期、郵遞區號、城市、地址、電話、傳真、網址、e-mail、機關簡介、字號標題、立案字號、開始日期標題、成立日期、項目一標題、項目一內容、項目二標題、項目二內容、組織區域、兼任里長、是否備有交通車、橫座標、縱座標、單位代碼、提供單位、上傳日期
30,臺北市銀髮族服務-老人公寓,臺北市政府社會局,台北市政府,社會局,,4,,,機構名稱、行政區、編號、負責人頭銜、負責人姓名、聯絡人頭銜、聯絡人姓名、屆期、郵遞區號、城市、地址、電話、傳真、網址、e-mail、機關簡介、字號標題、立案字號、開始日期標題、成立日期、項目一標題、項目一內容、項目二標題、項目二內容、組織區域、兼任里長、是否備有交通車、橫座標、縱座標、單位代碼、提供單位、上傳日期
31,臺北市銀髮族服務-老人活動據點,臺北市政府社會局,台北市政府,社會局,,149,,,機構名稱、行政區、編號、負責人頭銜、負責人姓名、聯絡人頭銜、聯絡人姓名、屆期、郵遞區號、城市、地址、電話、傳真、網址、e-mail、機關簡介、字號標題、立案字號、開始日期標題、成立日期、項目一標題、項目一內容、項目二標題、項目二內容、組織區域、兼任里長、是否備有交通車、橫座標、縱座標、單位代碼、提供單位、上傳日期
32,臺北市銀髮族服務-老人營養餐飲,臺北市政府社會局,台北市政府,社會局,,21,,,機構名稱、行政區、編號、負責人頭銜、負責人姓名、聯絡人頭銜、聯絡人姓名、屆期、郵遞區號、城市、地址、電話、傳真、網址、e-mail、機關簡介、字號標題、立案字號、開始日期標題、成立日期、項目一標題、項目一內容、項目二標題、項目二內容、組織區域、兼任里長、是否備有交通車、橫座標、縱座標、單位代碼、提供單位、上傳日期
33,臺北市銀髮族服務-私立老人安養護機構,臺北市政府社會局,台北市政府,社會局,,99,,,機構名稱、行政區、編號、負責人頭銜、負責人姓名、聯絡人頭銜、聯絡人姓名、屆期、郵遞區號、城市、地址、電話、傳真、網址、e-mail、機關簡介、字號標題、立案字號、開始日期標題、成立日期、項目一標題、項目一內容、項目二標題、項目二內容、組織區域、兼任里長、是否備有交通車、橫座標、縱座標、單位代碼、提供單位、上傳日期
34,臺北市銀髮族服務-居家服務,臺北市政府社會局,台北市政府,社會局,,13,,,機構名稱、行政區、編號、負責人頭銜、負責人姓名、聯絡人頭銜、聯絡人姓名、屆期、郵遞區號、城市、地址、電話、傳真、網址、e-mail、機關簡介、字號標題、立案字號、開始日期標題、成立日期、項目一標題、項目一內容、項目二標題、項目二內容、組織區域、兼任里長、是否備有交通車、橫座標、縱座標、單位代碼、提供單位、上傳日期
35,臺北市銀髮族服務-社區照顧關懷據點,臺北市政府社會局,台北市政府,社會局,,141,,,機構名稱、行政區、編號、負責人頭銜、負責人姓名、聯絡人頭銜、聯絡人姓名、屆期、郵遞區號、城市、地址、電話、傳真、網址、e-mail、機關簡介、字號標題、立案字號、開始日期標題、成立日期、項目一標題、項目一內容、項目二標題、項目二內容、組織區域、兼任里長、是否備有交通車、橫座標、縱座標、單位代碼、提供單位、上傳日期
36,臺北市銀髮族服務-長青學苑,臺北市政府社會局,台北市政府,社會局,,26,,,機構名稱、行政區、編號、負責人頭銜、負責人姓名、聯絡人頭銜、聯絡人姓名、屆期、郵遞區號、城市、地址、電話、傳真、網址、e-mail、機關簡介、字號標題、立案字號、開始日期標題、成立日期、項目一標題、項目一內容、項目二標題、項目二內容、組織區域、兼任里長、是否備有交通車、橫座標、縱座標、單位代碼、提供單位、上傳日期
37,臺北市銀髮族服務-臺北市各老人服務中心,臺北市政府社會局,台北市政府,社會局,,14,,,機構名稱、行政區、編號、負責人頭銜、負責人姓名、聯絡人頭銜、聯絡人姓名、屆期、郵遞區號、城市、地址、電話、傳真、網址、e-mail、機關簡介、字號標題、立案字號、開始日期標題、成立日期、項目一標題、項目一內容、項目二標題、項目二內容、組織區域、兼任里長、是否備有交通車、橫座標、縱座標、單位代碼、提供單位、上傳日期
38,臺北市銀髮族服務-臺北市各區公所,臺北市政府社會局,台北市政府,社會局,,,,,機構名稱、行政區、編號、負責人頭銜、負責人姓名、聯絡人頭銜、聯絡人姓名、屆期、郵遞區號、城市、地址、電話、傳真、網址、e-mail、機關簡介、字號標題、立案字號、開始日期標題、成立日期、項目一標題、項目一內容、項目二標題、項目二內容、組織區域、兼任里長、是否備有交通車、橫座標、縱座標、單位代碼、提供單位、上傳日期
39,臺北市銀髮族服務-臺北市老人日間照顧中心,臺北市政府社會局,台北市政府,社會局,,,,,機構名稱、行政區、編號、負責人頭銜、負責人姓名、聯絡人頭銜、聯絡人姓名、屆期、郵遞區號、城市、地址、電話、傳真、網址、e-mail、機關簡介、字號標題、立案字號、開始日期標題、成立日期、項目一標題、項目一內容、項目二標題、項目二內容、組織區域、兼任里長、是否備有交通車、橫座標、縱座標、單位代碼、提供單位、上傳日期
40,臺北市銀髮族服務-臺北市長期照顧管理中心,臺北市政府社會局,台北市政府,社會局,,,,,機構名稱、行政區、編號、負責人頭銜、負責人姓名、聯絡人頭銜、聯絡人姓名、屆期、郵遞區號、城市、地址、電話、傳真、網址、e-mail、機關簡介、字號標題、立案字號、開始日期標題、成立日期、項目一標題、項目一內容、項目二標題、項目二內容、組織區域、兼任里長、是否備有交通車、橫座標、縱座標、單位代碼、提供單位、上傳日期
41,臺北市銀髮族服務-銀髮友善好站,臺北市政府社會局,台北市政府,社會局,,,,,機構名稱、行政區、編號、負責人頭銜、負責人姓名、聯絡人頭銜、聯絡人姓名、屆期、郵遞區號、城市、地址、電話、傳真、網址、e-mail、機關簡介、字號標題、立案字號、開始日期標題、成立日期、項目一標題、項目一內容、項目二標題、項目二內容、組織區域、兼任里長、是否備有交通車、橫座標、縱座標、單位代碼、提供單位、上傳日期
42,臺北市生活危機服務-臺北市社會福利服務中心,臺北市政府社會局,台北市政府,社會局,,,,,機構名稱、行政區、編號、負責人頭銜、負責人姓名、聯絡人頭銜、聯絡人姓名、屆期、郵遞區號、城市、地址、電話、傳真、網址、e-mail、機關簡介、字號標題、立案字號、開始日期標題、成立日期、項目一標題、項目一內容、項目二標題、項目二內容、組織區域、兼任里長、是否備有交通車、橫座標、縱座標、單位代碼、提供單位、上傳日期
43,臺北市嬰幼兒照顧服務-親子館,臺北市政府社會局,台北市政府,社會局,,14,,,機構名稱、行政區、編號、負責人頭銜、負責人姓名、聯絡人頭銜、聯絡人姓名、屆期、郵遞區號、城市、地址、電話、傳真、網址、e-mail、機關簡介、字號標題、立案字號、開始日期標題、成立日期、項目一標題、項目一內容、項目二標題、項目二內容、組織區域、兼任里長、是否備有交通車、橫座標、縱座標、單位代碼、提供單位、上傳日期
44,臺北市低收、中低收入戶服務-平價住宅,臺北市政府社會局,台北市政府,社會局,,,,,機構名稱、行政區、編號、負責人頭銜、負責人姓名、聯絡人頭銜、聯絡人姓名、屆期、郵遞區號、城市、地址、電話、傳真、網址、e-mail、機關簡介、字號標題、立案字號、開始日期標題、成立日期、項目一標題、項目一內容、項目二標題、項目二內容、組織區域、兼任里長、是否備有交通車、橫座標、縱座標、單位代碼、提供單位、上傳日期
45,臺北市身心障礙者服務-全國性身心障礙福利基金會,臺北市政府社會局,台北市政府,社會局,,,,,機構名稱、行政區、編號、負責人頭銜、負責人姓名、聯絡人頭銜、聯絡人姓名、屆期、郵遞區號、城市、地址、電話、傳真、網址、e-mail、機關簡介、字號標題、立案字號、開始日期標題、成立日期、項目一標題、項目一內容、項目二標題、項目二內容、組織區域、兼任里長、是否備有交通車、橫座標、縱座標、單位代碼、提供單位、上傳日期
46,臺北市身心障礙者服務-全國性身心障礙福利團體,臺北市政府社會局,台北市政府,社會局,,,,,機構名稱、行政區、編號、負責人頭銜、負責人姓名、聯絡人頭銜、聯絡人姓名、屆期、郵遞區號、城市、地址、電話、傳真、網址、e-mail、機關簡介、字號標題、立案字號、開始日期標題、成立日期、項目一標題、項目一內容、項目二標題、項目二內容、組織區域、兼任里長、是否備有交通車、橫座標、縱座標、單位代碼、提供單位、上傳日期
47,臺北市身心障礙者服務-康復之家一覽表,臺北市政府社會局,台北市政府,社會局,,,,,機構名稱、行政區、編號、負責人頭銜、負責人姓名、聯絡人頭銜、聯絡人姓名、屆期、郵遞區號、城市、地址、電話、傳真、網址、e-mail、機關簡介、字號標題、立案字號、開始日期標題、成立日期、項目一標題、項目一內容、項目二標題、項目二內容、組織區域、兼任里長、是否備有交通車、橫座標、縱座標、單位代碼、提供單位、上傳日期
48,臺北市社區發展服務-社區發展協會(北投),臺北市政府社會局,台北市政府,社會局,,,,,機構名稱、行政區、編號、負責人頭銜、負責人姓名、聯絡人頭銜、聯絡人姓名、屆期、郵遞區號、城市、地址、電話、傳真、網址、e-mail、機關簡介、字號標題、立案字號、開始日期標題、成立日期、項目一標題、項目一內容、項目二標題、項目二內容、組織區域、兼任里長、是否備有交通車、橫座標、縱座標、單位代碼、提供單位、上傳日期
49,臺北市社區發展服務-社區發展協會(士林),臺北市政府社會局,台北市政府,社會局,,,,,機構名稱、行政區、編號、負責人頭銜、負責人姓名、聯絡人頭銜、聯絡人姓名、屆期、郵遞區號、城市、地址、電話、傳真、網址、e-mail、機關簡介、字號標題、立案字號、開始日期標題、成立日期、項目一標題、項目一內容、項目二標題、項目二內容、組織區域、兼任里長、是否備有交通車、橫座標、縱座標、單位代碼、提供單位、上傳日期
50,臺北市社區發展服務-社區發展協會(大同),臺北市政府社會局,台北市政府,社會局,,,,,機構名稱、行政區、編號、負責人頭銜、負責人姓名、聯絡人頭銜、聯絡人姓名、屆期、郵遞區號、城市、地址、電話、傳真、網址、e-mail、機關簡介、字號標題、立案字號、開始日期標題、成立日期、項目一標題、項目一內容、項目二標題、項目二內容、組織區域、兼任里長、是否備有交通車、橫座標、縱座標、單位代碼、提供單位、上傳日期
51,臺北市社區發展服務-社區發展協會(大安),臺北市政府社會局,台北市政府,社會局,,,,,機構名稱、行政區、編號、負責人頭銜、負責人姓名、聯絡人頭銜、聯絡人姓名、屆期、郵遞區號、城市、地址、電話、傳真、網址、e-mail、機關簡介、字號標題、立案字號、開始日期標題、成立日期、項目一標題、項目一內容、項目二標題、項目二內容、組織區域、兼任里長、是否備有交通車、橫座標、縱座標、單位代碼、提供單位、上傳日期
52,臺北市社區發展服務-社區發展協會(中山),臺北市政府社會局,台北市政府,社會局,,,,,機構名稱、行政區、編號、負責人頭銜、負責人姓名、聯絡人頭銜、聯絡人姓名、屆期、郵遞區號、城市、地址、電話、傳真、網址、e-mail、機關簡介、字號標題、立案字號、開始日期標題、成立日期、項目一標題、項目一內容、項目二標題、項目二內容、組織區域、兼任里長、是否備有交通車、橫座標、縱座標、單位代碼、提供單位、上傳日期
53,臺北市社區發展服務-社區發展協會(中正),臺北市政府社會局,台北市政府,社會局,,,,,機構名稱、行政區、編號、負責人頭銜、負責人姓名、聯絡人頭銜、聯絡人姓名、屆期、郵遞區號、城市、地址、電話、傳真、網址、e-mail、機關簡介、字號標題、立案字號、開始日期標題、成立日期、項目一標題、項目一內容、項目二標題、項目二內容、組織區域、兼任里長、是否備有交通車、橫座標、縱座標、單位代碼、提供單位、上傳日期
54,臺北市社區發展服務-社區發展協會(內湖),臺北市政府社會局,台北市政府,社會局,,,,,機構名稱、行政區、編號、負責人頭銜、負責人姓名、聯絡人頭銜、聯絡人姓名、屆期、郵遞區號、城市、地址、電話、傳真、網址、e-mail、機關簡介、字號標題、立案字號、開始日期標題、成立日期、項目一標題、項目一內容、項目二標題、項目二內容、組織區域、兼任里長、是否備有交通車、橫座標、縱座標、單位代碼、提供單位、上傳日期
55,臺北市社區發展服務-社區發展協會(文山),臺北市政府社會局,台北市政府,社會局,,,,,機構名稱、行政區、編號、負責人頭銜、負責人姓名、聯絡人頭銜、聯絡人姓名、屆期、郵遞區號、城市、地址、電話、傳真、網址、e-mail、機關簡介、字號標題、立案字號、開始日期標題、成立日期、項目一標題、項目一內容、項目二標題、項目二內容、組織區域、兼任里長、是否備有交通車、橫座標、縱座標、單位代碼、提供單位、上傳日期
56,臺北市身心障礙者服務-臺北市身心障礙福利基金會,臺北市政府社會局,台北市政府,社會局,,12,,,機構名稱、行政區、編號、負責人頭銜、負責人姓名、聯絡人頭銜、聯絡人姓名、屆期、郵遞區號、城市、地址、電話、傳真、網址、e-mail、機關簡介、字號標題、立案字號、開始日期標題、成立日期、項目一標題、項目一內容、項目二標題、項目二內容、組織區域、兼任里長、是否備有交通車、橫座標、縱座標、單位代碼、提供單位、上傳日期
57,臺北市身心障礙者服務-臺北市身心障礙福利團體,臺北市政府社會局,台北市政府,社會局,,,,,機構名稱、行政區、編號、負責人頭銜、負責人姓名、聯絡人頭銜、聯絡人姓名、屆期、郵遞區號、城市、地址、電話、傳真、網址、e-mail、機關簡介、字號標題、立案字號、開始日期標題、成立日期、項目一標題、項目一內容、項目二標題、項目二內容、組織區域、兼任里長、是否備有交通車、橫座標、縱座標、單位代碼、提供單位、上傳日期
58,臺北市婦女服務-家庭服務相關團體名冊,臺北市政府社會局,台北市政府,社會局,,17,,,機構名稱、行政區、編號、負責人頭銜、負責人姓名、聯絡人頭銜、聯絡人姓名、屆期、郵遞區號、城市、地址、電話、傳真、網址、e-mail、機關簡介、字號標題、立案字號、開始日期標題、成立日期、項目一標題、項目一內容、項目二標題、項目二內容、組織區域、兼任里長、是否備有交通車、橫座標、縱座標、單位代碼、提供單位、上傳日期
59,臺北市婦女服務-婦女相關團體名冊,臺北市政府社會局,台北市政府,社會局,,25,,,機構名稱、行政區、編號、負責人頭銜、負責人姓名、聯絡人頭銜、聯絡人姓名、屆期、郵遞區號、城市、地址、電話、傳真、網址、e-mail、機關簡介、字號標題、立案字號、開始日期標題、成立日期、項目一標題、項目一內容、項目二標題、項目二內容、組織區域、兼任里長、是否備有交通車、橫座標、縱座標、單位代碼、提供單位、上傳日期
60,臺北市婦女服務-新移民相關團體名冊,臺北市政府社會局,台北市政府,社會局,,16,,,機構名稱、行政區、編號、負責人頭銜、負責人姓名、聯絡人頭銜、聯絡人姓名、屆期、郵遞區號、城市、地址、電話、傳真、網址、e-mail、機關簡介、字號標題、立案字號、開始日期標題、成立日期、項目一標題、項目一內容、項目二標題、項目二內容、組織區域、兼任里長、是否備有交通車、橫座標、縱座標、單位代碼、提供單位、上傳日期
61,臺北市婦女服務-臺北市家庭服務中心,臺北市政府社會局,台北市政府,社會局,,10,,,機構名稱、行政區、編號、負責人頭銜、負責人姓名、聯絡人頭銜、聯絡人姓名、屆期、郵遞區號、城市、地址、電話、傳真、網址、e-mail、機關簡介、字號標題、立案字號、開始日期標題、成立日期、項目一標題、項目一內容、項目二標題、項目二內容、組織區域、兼任里長、是否備有交通車、橫座標、縱座標、單位代碼、提供單位、上傳日期
62,臺北市婦女服務-臺北市婦女服務中心,臺北市政府社會局,台北市政府,社會局,,1,,,機構名稱、行政區、編號、負責人頭銜、負責人姓名、聯絡人頭銜、聯絡人姓名、屆期、郵遞區號、城市、地址、電話、傳真、網址、e-mail、機關簡介、字號標題、立案字號、開始日期標題、成立日期、項目一標題、項目一內容、項目二標題、項目二內容、組織區域、兼任里長、是否備有交通車、橫座標、縱座標、單位代碼、提供單位、上傳日期
63,臺北市兒童與少年服務-公設民營兒少安置教養機構,臺北市政府社會局,台北市政府,社會局,,,,,機構名稱、行政區、編號、負責人頭銜、負責人姓名、聯絡人頭銜、聯絡人姓名、屆期、郵遞區號、城市、地址、電話、傳真、網址、e-mail、機關簡介、字號標題、立案字號、開始日期標題、成立日期、項目一標題、項目一內容、項目二標題、項目二內容、組織區域、兼任里長、是否備有交通車、橫座標、縱座標、單位代碼、提供單位、上傳日期
64,臺北市兒童與少年服務-心理輔導或家庭諮詢機構,臺北市政府社會局,台北市政府,社會局,,,,,機構名稱、行政區、編號、負責人頭銜、負責人姓名、聯絡人頭銜、聯絡人姓名、屆期、郵遞區號、城市、地址、電話、傳真、網址、e-mail、機關簡介、字號標題、立案字號、開始日期標題、成立日期、項目一標題、項目一內容、項目二標題、項目二內容、組織區域、兼任里長、是否備有交通車、橫座標、縱座標、單位代碼、提供單位、上傳日期
65,臺北市兒童與少年服務-收出養服務機構,臺北市政府社會局,台北市政府,社會局,,,,,機構名稱、行政區、編號、負責人頭銜、負責人姓名、聯絡人頭銜、聯絡人姓名、屆期、郵遞區號、城市、地址、電話、傳真、網址、e-mail、機關簡介、字號標題、立案字號、開始日期標題、成立日期、項目一標題、項目一內容、項目二標題、項目二內容、組織區域、兼任里長、是否備有交通車、橫座標、縱座標、單位代碼、提供單位、上傳日期
