編號,資料集名稱,資料來源(部會單位),第一層級,第二層級,第三層級,資料量,下載次數,瀏覽次數,主要欄位
46,歲出政事別預算總表,彰化縣政府主計處,彰化縣政府,主計處,,,17,214,款、項、科目名稱、經常門、資本門、合計、說明
47,歲出機關別預算總表,彰化縣政府主計處,彰化縣政府,主計處,,,18,171,款、科目名稱、經常門、資本門、合計、說明
48,身障居家服務成果,彰化縣政府社會處,彰化縣政府,社會處,,,47,379,性別、失智症、慢性精神病患者、智能障礙者、自閉症、植物人、罕見疾病者、視覺障礙者、肢體障礙者、重要器官失去功能者、多重障礙者、其他
49,彰化縣推行社區發展工作概況一覽表,彰化縣政府社會處,彰化縣政府,社會處,,,46,606,年度、鄉鎮、社區發展協會數量、社區戶數、社區人口數、理監事人數、會員數、活動中心數、社區發展工作項目
50,特殊境遇家庭概況,彰化縣政府社會處,彰化縣政府,社會處,,,41,625,家長(申請人)性別、特殊境遇家庭戶數、家長(申請人)年齡未滿20歲、家長(申請人)年齡20~29歲、家長(申請人)年齡30~39歲、家長(申請人)年齡40~49歲、家長(申請人)年齡50~59歲、家長(申請人)年齡60~69歲、家長(申請人)年齡70~79歲、家長(申請人)年齡80歲以上、家長(申請人)婚姻狀況未婚、家長(申請人)婚姻狀況有偶、家長(申請人)婚姻狀況離婚、家長(申請人)婚姻狀況喪偶、家長(申請人)設籍狀況本國籍一般、家長(申請人)設籍狀況本國籍原住民、家長(申請人)設籍狀況大陸籍(含港澳)、家長(申請人)設籍狀況外國籍、家長(申請人)工作狀況有工作、家長(申請人)工作狀況無工作、家長(申請人)工作狀況臨時性工作、扶養子女人數、扶養孫子女人數
51,特殊境遇家庭符合款項,彰化縣政府社會處,彰化縣政府,社會處,,,33,419,性別設籍、特殊境遇家庭符合款項65歲以下且配偶死亡、特殊境遇家庭符合款項65歲以下且配偶失蹤經向警察機關報案協尋未獲達6個月以上、特殊境遇家庭符合款項因配偶惡意遺棄經判決離婚確定或已完成協議離婚登記、特殊境遇家庭符合款項受配偶不堪同居之虐待經判決離婚確定或已完成協議離婚登記、特殊境遇家庭符合款項家庭暴力受害、特殊境遇家庭符合款項未婚懷孕婦女，懷胎3個月以上至分娩2個月以內、特殊境遇家庭符合款項因離婚、喪偶、未婚生子獨自是養18歲以下子女，其無工作能力，或雖有工作能力，因遭遇重大傷病或照顧6歲以下子女致不能工作、特殊境遇家庭符合款項獨自扶養18歲以下父母無力扶養之係子女，其無工作能力或雖有工作能力，因遭遇重大傷病或照顧6歲以下孫子女致不能工作、特殊境遇家庭符合款項配偶處1年以上之徒刑或受拘束人身自由之保安處分1年以上，且在執行中、特殊境遇家庭符合款項其他經直轄市、縣 (市) 政府評估，因3個月內生活發生重大變故導致生活、經濟困難者，且其重大變故非因個人責任、債務、非因自願性失業等事由
52,婦女福利服務,彰化縣政府社會處,彰化縣政府,社會處,,,21,245,部門別、婦女福利與婦女權益活動辦理次數、婦女福利與婦女權益活動參加人次、婦女團體組織能力培訓辦理次數、婦女團體組織能力培訓參加人次、婦女團體領導人培訓辦理次數、婦女團體領導人培訓參加人次、性別意識培力活動辦理次數、性別意識培力活動參加人次、性別師資培訓課程辦理次數、性別師資培訓課程參加人次、婦女相關議題之溝通平台或公共論壇辦理次數、婦女相關議題之溝通平台或公共論壇參加人次、其他辦理次數、其他參加人次
53,家庭福利服務,彰化縣政府社會處,彰化縣政府,社會處,,,39,616,單親家庭個案管理新開案家庭數、單親家庭個案管理結案家庭數、單親家庭個案管理服務家庭數、單親家庭個案管理服務個案人數(人)、新住民家庭電話訪問(人次)、新住民家庭家庭訪視(人次)、新住民家庭個案管理服務(人次)、新住民個人支持性服務辦理場次、新住民個人支持性服務參加人次、新住民家庭支持性服務辦理場次、新住民家庭支持性服務參加人次、新住民社會支持服務辦理場次、新住民社會支持服務參加人次、新住民資訊支持服務辦理場次、新住民資訊支持服務參加人次、新住民經濟支持服務方案數、新住民經濟支持服務服務人次、新住民其他服務辦理次數、新住民其他服務參加人次
54,急難救助概況,彰化縣政府社會處,彰化縣政府,社會處,,,,,、死亡無力殮葬者(1)、遭受意外傷害或罹患重病致生活陷於困境者(2)、負家庭主要生計責任且無法工作致生活陷於困境者(3)、財產或存款未能及時運用致生活陷於困境者(4)、其他遭遇重大變故者(5)、川資突然發生困難者(6)、無遺囑與遺產葬埋者(7)、榮民(含原住民身分)、民眾、榮民具原住民身分
55,彰化縣社會處推展志願服務概況,彰化縣政府社會處,彰化縣政府,社會處,,,12,318,統計104年7-12月志願服務人員基本資料
56,彰化縣低收入戶款別戶數及人數,彰化縣政府社會處,彰化縣政府,社會處,,,77,467,款別、一般戶戶數、原住民戶數、一般戶人數、原住民戶人數
57,彰化縣中低收入戶年齡別,彰化縣政府社會處,彰化縣政府,社會處,,,30,413,性別、戶數(戶數以戶長性別統計)、0-未滿6歲、6-未滿12歲、12-未滿18歲、18-未滿26歲、26-未滿35歲、35-未滿45歲、45-未滿60歲、60-未滿65歲、65-未滿80歲、80歲以上
58,社會福利工作人員數,彰化縣政府社會處,彰化縣政府,社會處,,,,,機關別、行政人員、社會工作人員、社會工作師(具公職)、專業人員、其他人員
59,彰化縣警察局固定桿式自動取締違規照相設置地點一覽表,彰化縣警察局,彰化縣政府,警察局,,,70,675,編號、設備地點、速限
60,身障人數,彰化縣政府社會處,彰化縣政府,社會處,,,46,313,、合計、男、女
61,身障福利機構概況,彰化縣政府社會處,彰化縣政府,社會處,,,38,380,公　開　類、彰化縣政府(社會處)、季　　　報、每季終了後20日內編送、10730-05-04-2、彰化縣身心障礙福利機構概況、中華民國106年第1季( 1月至3月 )、
62,身障日間及住宿式照顧補助,彰化縣政府社會處,彰化縣政府,社會處,,,22,379,、日間照顧、住宿式照顧
63,身障支持服務成果,彰化縣政府社會處,彰化縣政府,社會處,,,15,396,、居家照顧服務、到宅評估輔具訓練服務、送餐到家、友善訪視、其他相關之居家服務、日間照顧、社區日間作業設施服務、臨時及短期照顧、生活重建、社區居住服務、自立生活支持服務、家庭托顧、家庭關懷訪視服務、復康巴士服務、照顧者訓練及研習、休閒服務、其他相關之社區服務
64,彰化縣外籍配偶子女發展遲緩兒童早期療育服務概況表,彰化縣政府社會處,彰化縣政府,社會處,,,18,293,通報來源、性別、人數
65,彰化縣發展遲緩兒童早期療育服務概況表,彰化縣政府社會處,彰化縣政府,社會處,,,25,400,通報人數、個管人數、性別
66,彰化縣兒童及少年福利機構及服務概況,彰化縣政府社會處,彰化縣政府,社會處,,,19,343,機構名稱、人數
67,彰化縣兒童及少年福利服務,彰化縣政府社會處,彰化縣政府,社會處,,,15,346,年月、寄養家庭戶數、人數、經費數
68,彰化縣兒童少年保護執行概況,彰化縣政府社會處,彰化縣政府,社會處,,,14,381,遺棄、身心虐待、不當管教、受虐者特殊狀況(不被期望下出生、持續哭鬧不易安撫、發展遲緩、身心障礙、過動、偏差行為、非案主因素、其他)、家庭維繫、家庭重整、返家計畫、安置後追蹤輔導、停止親權、改定監護權、自立生活方案、長期安置輔導計畫、收出養服務、訪談服務、家外安置、安置期間       探視服務、網絡資源連結、聲請保護令、法律服務、以證人身分出庭、陪同服務、驗傷診療、就學輔導、強制性親職教育、一般性親職教育、自殺防治、藥癮戒治、
69,彰化縣社會工作專職人員數,彰化縣政府社會處,彰化縣政府,社會處,,,13,321,社會工作專職人員機構與性別、男、女
70,中低收入老人生活津貼,彰化縣政府社會處,彰化縣政府,社會處,,,101,610,年月、項目、低收入戶、中低收入戶、人數、性別
71,彰化縣推展家庭暴力防治業務,彰化縣政府社會處,彰化縣政府,社會處,,,21,387,
72,登記有案宗教團體相關資料,彰化縣政府民政處,彰化縣政府,民政處,,,27,460,宗教團體名稱、主管機關、行政區、地　址、教　別、電話、負責人
73,登記有案宗教團體統計報表,彰化縣政府民政處,彰化縣政府,民政處,,,43,631,寺廟及財團法人類別、數量
74,彰化縣社會工作員工作成果,彰化縣政府社會處,彰化縣政府,社會處,,,26,355,
75,彰化縣老人長期照顧、安養機構概況,彰化縣政府社會處,彰化縣政府,社會處,,,75,471,長期照顧機構、安養機構、人數、性別
76,彰化縣長期照顧十年計畫,彰化縣政府社會處,彰化縣政府,社會處,,,26,382,居家服務、照顧服務員、居家服務教育訓練
77,彰化縣辦理老人福利服務成果,彰化縣政府社會處,彰化縣政府,社會處,,,27,378,社會參與、長青志願服務、教育宣導及人才培訓、中低收入老人補助裝置假牙
78,彰化縣獨居老人數及服務概況,彰化縣政府社會處,彰化縣政府,社會處,,,54,554,獨居老人人數、服務成果
79,彰化縣105年各級學校教職員獎懲人次,彰化縣政府人事處,彰化縣政府,人事處,,,25,512,獎勵種類、彰化縣各級學校教職員獎懲人次
80,彰化縣政府105年暨所屬各機關公務人員獎懲人次,彰化縣政府人事處,彰化縣政府,人事處,,,20,436,獎勵種類、彰化縣政府暨所屬各機關公務人員獎懲人次
81,彰化縣土地及建物登記管理,彰化縣政府地政處,彰化縣政府,地政處,,,101,668,
82,彰化縣外國人地權登記管理,彰化縣政府地政處,彰化縣政府,地政處,,,48,592,類別、工作項目、件     數、土地/筆數、土地/面積、建物/棟數、建物/面積
83,彰化縣土地登記印鑑設置及使用情形統計,彰化縣政府地政處,彰化縣政府,地政處,,,53,390,公　開　類、彰化縣政府(地政處)、半　年　報、每半年終了後2個月內編報、1112-04-06-2、中華民國106年上半年 ( 1月至6月 )、
84,彰化縣地政士開業及異動,彰化縣政府地政處,彰化縣政府,地政處,,,34,416,"年月,鄉鎮市區別,截至前期間業人數,本期核准開業人數,計,本縣市登記,他縣市轉入,本期註銷開業人數,計,停止營業,他縣市轉入,其他,截至本期開業人數,補發開業執照人數(換)"
85,彰化縣測量案件,彰化縣政府地政處,彰化縣政府,地政處,,,135,356,統計彰化縣各地政事務所每月 土地複丈 建物測量 地目變更 謄本(含分割 合併 鑑界 法院囑託 其他)
86,彰化縣公告土地現值、公告地價漲跌幅一覽表,彰化縣政府地政處,彰化縣政府,地政處,,,82,877,鄉鎮市區別、上期公告土地現值總額漲跌幅計算、本期公告土地現值總額漲跌幅計算、本期公告土地現值與上期比較漲跌幅、前一期公告地價總額漲跌幅計算、最近一期公告地價總額漲跌幅計算、最近一期公告地價與前一期比較漲跌幅、本期一般正常交易價格總額、本期公告土地現值占本期一般正常交易價格百分比、最近一期公告地價占本期一般正常交易價格百分比、最近一期公告地價占本期公告土地現值百分比、
87,彰化縣已登記公私有土地筆數面積,彰化縣政府地政處,彰化縣政府,地政處,,,45,370,年地政事務所年已登記公私有土地筆數面積
88,彰化縣實施耕地三七五減租成果增減原因,彰化縣政府地政處,彰化縣政府,地政處,,,11,410,彰化縣實施耕地三七五減租增加原因之新訂租約、租約變更、分訂租約(補)、更正、其他及減少原因之佃農購買、租約變更、終止租約(註銷)、更正、其他
89,彰化縣實施耕地三七五減租後佃農購買耕地面積及戶數,彰化縣政府地政處,彰化縣政府,地政處,,,19,341,鄉鎮市區別、購買耕地面積(公頃)、田、旱、其他、購買耕地佃農戶數(戶)
90,彰化縣各鄉鎮市實施耕地三七五減租成果,彰化縣政府地政處,彰化縣政府,地政處,,,21,281,鄉鎮市區別、佃農戶數(戶)、地主戶數(戶)、土地筆數(筆)、租約件數(件)、訂約面積田(公頃)、旱及其他
91,彰化縣各級租佃委員會調解調處案件,彰化縣政府地政處,彰化縣政府,地政處,,,15,380,租佃委員會別、彰化縣租佃委員會、鄉鎮區租佃委員會、短欠租佃、災欺減免佃租、繳租折算糾紛、正產副產糾紛、租期糾紛、耕地面積糾紛、地目等則變更糾紛、田寮或基地租佃糾紛、減租條例第16條糾紛、其他
92,彰化縣土地筆數面積公告土地現值統計,彰化縣政府地政處,彰化縣政府,地政處,,,24,456,鄉鎮市、都市土地公有筆數、都市土地公有面積、都市土地公有公告土地現值總額、都市土地私有筆數、都市土地私有面積、都市土地私有公告土地現值總額、都市土地公私共有筆數、都市土地公私共有面積、都市土地公私共有公告土地現值總額、非都市土地公有筆數、非都市土地公有面積、非都市土地公有公告土地現值總額、非都市土地私有筆數、非都市土地私有面積、非都市土地公私共有公告土地現值總額、非都市土地公私共有筆數、非都市土地公私共有面積
93,彰化縣遠距健康量測據點,彰化縣衛生局,彰化縣政府,衛生局,,,,,鄉鎮、住址、聯絡人、電話
94,彰化縣未辦繼承登記土地建物列冊管理,彰化縣政府地政處,彰化縣政府,地政處,,,72,715,年.地政事務所別年.未辦繼承登記土地建物列冊管理數.本年列冊管理數.本年停止列冊管理數.本年列冊管理期滿移請國有財產局標售數.截至本年底列冊管理數
95,國立彰化師範大學校務基金105年2月會計報告,國立彰化師範大學,國立彰化師範大學,,,,,,國立彰化師範大學校務基金105年2月會計報告
96,草食動物防疫調查統計,彰化縣動物防疫所,彰化縣政府,動物防疫所,,,15,346,"年月,各鄉鎮公所,場次"
97,彰化縣區段徵收成果,彰化縣政府地政處,彰化縣政府,地政處,,,28,792,"地區名稱,  區段徵收數,辦理面積,土地分配面積"
98,彰化縣正辦理中自辦市地重劃區籌備會統計表,彰化縣政府地政處,彰化縣政府,地政處,,,20,565,籌備會名稱、發起人、申請日期、辦理情形、地段號代表
99,彰化縣已辦理完成公辦市地重劃地區成果,彰化縣政府地政處,彰化縣政府,地政處,,,20,332,重劃區名稱.辦理年度.重劃區面積.公共設施面積.公設地負擔比例.平均負擔比例.重劃後地段.備註(ha)
100, 彰化縣正辦理中自辦市地重劃地區統計表,彰化縣政府地政處,彰化縣政府,地政處,,,29,578,鄉鎮市區別.期別.重畫區名稱.總面積.提供建築用地面積.取得公共設施用地面積.節省政府建設費用.重劃負擔比率(％.重劃計畫書核准日期文號
101,彰化縣政府各政風機構進用人員現況,彰化縣政府政風處,彰化縣政府,政風處,,,15,270,年，機構別，高普考，司法特考，地方特考，初等考試，雇員，外補人員人數
102,彰化縣農地重劃成果,彰化縣政府地政處,彰化縣政府,地政處,,,53,561,"每年,重劃區別,""本年計畫核定辦理面積"",""完成重劃地區總面積"",土地所有權人戶數,土地使用人戶數,土地交換分合,坵型整理,""原為非耕地重劃後改良為耕地"",""原為旱田重劃後改良為水田"",戶數,面積(公頃)"
103,彰化縣非都市土地使用分區與編定筆數面積,彰化縣政府地政處,彰化縣政府,地政處,,,66,800,"半年,特定農業區,一般農業區,鄉村區,工業區,森林區,山坡保育區,風景區,河川區,特定專用區,國家公園區,筆數,面積"
104,彰化縣非都市土地變更編定筆數及面積,彰化縣政府地政處,彰化縣政府,地政處,,,29,464,"每半年,特定農業區,一般農業區,鄉村區,工業區,森林區,山坡地保育區,風景區,河川區,特定專用區,國家公園區,筆數,面積"
105,彰化縣非都市土地使用地變更編定筆數及面積,彰化縣政府地政處,彰化縣政府,地政處,,,26,409,"每半年,甲種建築用地,乙種建築用地,丙種建築用地,丁種建築用地,農牧用地,林業用地,養殖用地,鹽業用地,礦業用地,窯業用地,交通用地,水利用地,遊憩用地,古蹟保護用地,生態保護用地,國土保安用地,殯葬用地,特定目的事業用地,暫未編定用地,其他用地,筆數,面積"
106,彰化縣污水處理廠統計,彰化縣政府水利資源處,彰化縣政府,水利資源處,,,23,436,"年,鄉鎮,面積,營運中污水處理廠,建設中污水處理廠"
107,彰化縣污水下水道已建設管線長度及設施,彰化縣政府水利資源處,彰化縣政府,水利資源處,,,25,392,"年,鄉鎮別,管線長度,汙水處理設施"
108,彰化縣污水下水道系統營運管理費用及收入,彰化縣政府水利資源處,彰化縣政府,水利資源處,,,15,304,"年,鄉鎮別,營運管理費用,全年度使用費收入"
109,彰化縣污水下水道系統執行概況,彰化縣政府水利資源處,彰化縣政府,水利資源處,,,27,317,"年,鄉鎮別,人口數,總處裡戶數,汙水處理率"
110, 彰化縣污水下水道建設投入經費,彰化縣政府水利資源處,彰化縣政府,水利資源處,,,13,325,"年,投入別,工程費"
111,彰化縣雨水下水道系統規劃及建設概況,彰化縣政府水利資源處,彰化縣政府,水利資源處,,,35,472,"年,下水道系統,行政區域,規劃長度,建設長度,工程費"
112,財產申報人數及抽籤比例統計表,彰化縣政府政風處,彰化縣政府,政風處,,,16,470,主管機關政風機關，辦理實質審查公開抽籤之政風機關，受理申報人數，經公開抽籤實質審核件數，抽籤比例，前後年度比對件數，抽籤比例，備註(構)
113,彰化縣政府公職人員財產申報情形,彰化縣政府政風處,彰化縣政府,政風處,,,18,401,機關，申報人數總計，依限申報，逾期申報，實質審查，審查結果相符，說明無理由移送裁罰，法務部裁罰案件
114,彰化縣統籌分配稅款收入情形表,彰化縣政府財政處,彰化縣政府,財政處,,,42,549,稅捐類別、本年度預算收入數、上個月實際收入數、本年累計截至上個月底、年度達成率(%)
115,彰化縣非都市土地使用分區改劃,彰化縣政府地政處,彰化縣政府,地政處,,,34,615,"半年,特定農業區,一般農業區,鄉村區,工業區,森林區,山坡地保育區,風景區,河川區,特定專用區,國家公園區,筆數,面積"
116,彰化縣政府政風處預防科工作績效統計,彰化縣政府政風處,彰化縣政府,政風處,,,16,451,月別，總計，採購案件監辦採購案件綜合分析，廉政研究，業務稽核，政風問卷調查，召開廉政會報
117,彰化縣政府政風處維護工作績效統計,彰化縣政府政風處,彰化縣政府,政風處,,,15,366,月別，總計，新訂維護規章，編撰維護專報，維護宣導，專案維護措施，召開安全維護會報，查處洩密或違反保密規定案件(修)
118,彰化縣政府陽光法案科工作績效統計,彰化縣政府政風處,彰化縣政府,政風處,,,20,393,月份，辦理財產申報件數，財產申報實質審核件數財產申報說明會，違反利益衝突迴避法案件，利益衝突迴避法說明會，廉政宣導件數，社會參與件數
119,彰化縣政府勞工處就業服務台聯絡表,彰化縣政府勞工處,彰化縣政府,勞工處,,,26,931,就業服務台、電話、地址
120,公布違法事業單位名單,彰化縣政府勞工處,彰化縣政府,勞工處,,,58,397,項次、事業單位名稱、違反法令條款、違反法規內容、處分書文號、處分日期、備註
121,彰化縣執行定額進用身心障礙者概況表,彰化縣政府勞工處,彰化縣政府,勞工處,,,22,324,項目別、機  關、公立學校、公營企業、私立學校、團  體、民營企業
122,養豬場防疫調查統計,彰化縣動物防疫所,彰化縣政府,動物防疫所,,,39,429,養豬場防疫調查統計
123,養禽場防疫調查統計,彰化縣動物防疫所,彰化縣政府,動物防疫所,,,38,371,養禽場防疫調查統計
124,彰化縣政府各就服台績效表,彰化縣政府勞工處,彰化縣政府,勞工處,,,,,求職人數、求才人數、職訓諮詢人數
125,國立彰化師範大學校務基金105年3月會計報告,國立彰化師範大學,國立彰化師範大學,,,,,,國立彰化師範大學校務基金105年3月會計報告
126,彰化縣醫事人員執業人數,彰化縣衛生局,彰化縣政府,衛生局,,,24,441,"鄉鎮市區, 醫療人員分類"
