編號,資料集名稱,資料來源(部會單位),第一層級,第二層級,第三層級,資料量,下載次數,瀏覽次數,主要欄位
35,澎湖生活博物館每月參觀人次統計資料,澎湖縣政府文化局/博物館科,澎湖縣,文化局,博物館科,14,,,105年度各月入館人數
36,澎湖縣最近3年土地增值稅查定統計表,澎湖縣政府稅務局/土地稅科,澎湖縣,稅務局,土地稅科,4,,,澎湖縣、土地增值稅
37,澎湖縣最近5年地價稅稅源統計表,澎湖縣政府稅務局/土地稅科,澎湖縣,稅務局,土地稅科,6,,,澎湖縣、地價稅稅源、稅務局、年報
38,澎湖縣契稅徵收季報表,澎湖縣政府稅務局/房屋稅科,澎湖縣,稅務局,房屋稅科,7,,,澎湖縣、契稅
39,澎湖縣最近5年房屋稅綜合統計表,澎湖縣政府稅務局/房屋稅科,澎湖縣,稅務局,房屋稅科,6,,,澎湖縣、房屋稅
40,澎湖縣政府公共車船管理處交通船航班預定表,澎湖縣政府公共車船管理處/總務課,澎湖縣,公共車船管理處,總務課,36,,,"年月,日期,星期 ,航班,船名,高雄→七美 ,馬公→望安 ,望安→七美 ,七美→望安 ,望安→馬公,七美→高雄,備註"
41,澎湖縣政府公共車船管理處行經機場公車時刻表,澎湖縣政府公共車船管理處/總務課,澎湖縣,公共車船管理處,總務課,29,,,"班別(路線別),馬公總站至機場發車時間,行經路線,抵機場時間,機場至馬公總站發車時間,行經路線,抵馬公總站時間"
42,澎湖縣西嶼鄉公所對民間團體補（捐）助經費明細表,澎湖縣西嶼鄉公所/主計室,澎湖縣,西嶼鄉公所,主計室,127,,,補助對象、主辦機關、累計撥付金額、有無涉及財物或勞務採購、處理方式、為除外規定之民間團體、非除外規定之民間團體
43,馬公市33里災害防救避難收容場所,澎湖縣馬公市公所/民政課,澎湖縣,馬公市公所,民政課,90,,,編號、里別、建議避難場所、場所管理單位、地址、面積(m2)、中長期收容(人)、？時收容(人)、災害類型
44,馬公市公所最新債務訊息,澎湖縣馬公市公所/財經課,澎湖縣,馬公市公所,財經課,14,,,項目、1年以上債務未償餘額(萬元)、短期債務未償餘額(萬元)、平均每人負擔債務(千元)、自償性債務未償餘額(含非營業特種基金)
45,澎湖縣馬公市公所敬老卡,澎湖縣馬公市公所/社會課,澎湖縣,馬公市公所,社會課,11,,,月份、敬老卡受理件數
46,澎湖縣馬公市公所新生嬰兒營養代金,澎湖縣馬公市公所/社會課,澎湖縣,馬公市公所,社會課,12,,,年度、月份、新生嬰兒營養代金申請人數
47,澎湖縣馬公市低收入戶及中低收入戶申請案件統計表,澎湖縣馬公市公所/社會課,澎湖縣,馬公市公所,社會課,13,,,年度、月份、受理案件數
48,澎湖縣馬公市特殊境遇家庭扶助申請案件統計表,澎湖縣馬公市公所/社會課,澎湖縣,馬公市公所,社會課,13,,,年度、月份、受理案件數
49,澎湖縣白沙鄉公所各村簡介,澎湖縣白沙鄉公所/秘書室,澎湖縣,白沙鄉公所,秘書室,17,,,村莊名稱、機關全銜、機關電話、機關地址、簡介
50,澎湖縣西嶼鄉垃圾清運路線時間,澎湖縣西嶼鄉公所/清潔隊,澎湖縣,西嶼鄉公所,清潔隊,86,,,垃圾車、清運時間、資源回收
51,澎湖縣西嶼鄉公所代表對地方建設建議經費（105下半年）,澎湖縣西嶼鄉公所/主計室,澎湖縣,西嶼鄉公所,主計室,2,,,鄉市民代表姓名、建議項目及內容、建議地點、建議金額、核定金額、經費支用科目、主辦單位、有無公開招標、得標廠商
52,馬公市清潔隊各清運路線時刻表,澎湖縣馬公市公所/清潔隊,澎湖縣,馬公市公所,清潔隊,327,,,馬公市清潔隊各清運路線各點各時間
53,澎湖縣七美鄉公所對鄉市民代表所提地方建設建議事項處理明細表,澎湖縣七美鄉公所/主計室,澎湖縣,七美鄉公所,主計室,12,,,鄉代表提案
54,澎湖縣七美鄉公所對民間團體補（捐）助經費明細表,澎湖縣七美鄉公所/主計室,澎湖縣,七美鄉公所,主計室,,,,民間團體補助經費
55,澎湖縣西嶼鄉人口年齡層統計,澎湖縣西嶼鄉戶政事務所/澎湖縣西嶼鄉戶政事務所,澎湖縣,西嶼鄉戶政事務所,,13,,,0~100歲人口數
56,澎湖縣西嶼鄉戶籍動態統計,澎湖縣西嶼鄉戶政事務所/澎湖縣西嶼鄉戶政事務所,澎湖縣,西嶼鄉戶政事務所,,291,,,戶數、人口數、遷入人數、遷出人數、嬰兒出生總數、死亡人數、結婚對數、離婚對數
57,澎湖縣西嶼鄉人口年齡層統計,澎湖縣西嶼鄉戶政事務所/澎湖縣西嶼鄉戶政事務所,澎湖縣,西嶼鄉戶政事務所,,13,,,０～４歲、５～９歲、１０～１４歲、１５～１９歲、２０～２４歲、２５～２９歲、３０～３４歲、３５～３９歲、４０～４４歲、４５～４９歲、５０～５４歲、５５～５９歲、６０～６４歲、６５～６９歲、７０～７４歲、７５～７９歲、８０～８４歲、８５～８９歲、９０～９４歲、９５～９９歲、１００歲以上
58,澎湖縣西嶼鄉戶籍動態統計,澎湖縣西嶼鄉戶政事務所/澎湖縣西嶼鄉戶政事務所,澎湖縣,西嶼鄉戶政事務所,,291,,,戶數、人口數、遷入人數、遷出人數、嬰兒出生總數、死亡人數、結婚對數、離婚對數
59,澎湖縣湖西鄉人口年齡層統計,澎湖縣湖西鄉戶政事務所/澎湖縣湖西鄉戶政事務所,澎湖縣,湖西鄉戶政事務所,,104,,,０~４歲、５~９歲、１０~１４歲、１５~１９歲、２０～２４歲、２５～２９歲、３０～３４歲、３５～３９歲、４０～４４歲、４５～４９歲、５０～５４歲、５５～５９歲、６０～６４歲、６５～６９歲、７０～７４歲、７５～７９歲、８０～８４歲、８５～８９歲、９０～９４歲、９５～９９歲、100歲以上
60,澎湖縣湖西鄉戶籍動態統計,澎湖縣湖西鄉戶政事務所/澎湖縣湖西鄉戶政事務所,澎湖縣,湖西鄉戶政事務所,,2304,,,戶數、人口數、遷入人數、遷出人數、嬰兒出生總數、死亡人數、結婚對數、離婚對數
61,澎湖縣馬公市106年人口年齡層統計,澎湖縣馬公市戶政事務所/澎湖縣馬公市戶政事務所,澎湖縣,馬公市戶政事務所,,1236,,,0~歲、5~9歲、10~14歲、15~19歲、20~24歲、25~29歲、30~34歲、35~39歲、40~44歲、45~49歲、50~54歲、55~59歲、60~64歲、65~69歲、70~74歲、75~79歲、80~84歲、85~89歲、90~94歲、95~99歲、100歲以上
62,澎湖縣馬公市106年戶籍動態統計,澎湖縣馬公市戶政事務所/澎湖縣馬公市戶政事務所,澎湖縣,馬公市戶政事務所,,420,,,區域別、村里數、鄰數、戶數、性別、人口數、遷入人數、遷出人數、出生人數、死亡人數、結婚對數、離婚對數
63,澎湖縣馬公市106年各里現住人口數按性別及原住民身分分,澎湖縣馬公市戶政事務所/澎湖縣馬公市戶政事務所,澎湖縣,馬公市戶政事務所,,1236,,,區域別、性別、總計、區域人人口數、原住民合計、平地原住民、山地原住民
64,澎湖縣政府無線上網熱點,行政處/資訊科,澎湖縣,行政處,資訊科,43,,,熱點類別、熱點名稱、熱點分類、建置年度、行政區、行政村里、地址、熱點緯度(Latitude)、熱點經度(Longitude)
65,澎湖縣政府「1999縣民服務專線」每日話務統計報表,行政處/管考科,澎湖縣,行政處,管考科,31,,,時間、來話數量、要求應答量(1)、應答量(2)、應答率(%)、15秒應答量(3)、15秒應答率(%)＝(3)/(1)、平均通話時間、平均等待時間、最長等待時間、電話外撥量(4)、轉縣府量、電話處理總量＝(2)＆(4)
66,澎湖縣政府單一窗口服務櫃台受理申辦案件,行政處/管考科,澎湖縣,行政處,管考科,302,,,承辦單位、申辦項目、文號、辦理天數、收件日期、限辦日期、查催日期、結案日期、承辦人員
67,澎湖縣政府暨所屬機關通訊錄,人事處/考訓科,澎湖縣,人事處,考訓科,33,,,總機06-9274400、地址澎湖縣馬公市治平路32號
68,澎湖縣政府行政機關辦公日曆表,人事處/考訓科,澎湖縣,人事處,考訓科,121,,,date(日期)、name(紀念日節日名稱)、is holiday(是否放假)、holidayCategory(放假類別)、description(放假說明)
69,澎湖縣現住人口數按性別及原住民身分,民政處/戶政科,澎湖縣,民政處,戶政科,22,,,統計澎湖縣原住民人口數
70,澎湖縣現住人口數按性別及年齡分,民政處/戶政科,澎湖縣,民政處,戶政科,22,,,統計澎湖縣原住民人口數
71,澎湖縣縣有土地清冊(106年),財政處/公有財產科,澎湖縣,財政處,公有財產科,14167,,,鄉市.段別.地號.管理機關.管理單位.面積.持分分母.持分分子.公告地價.公告現值
72,澎湖縣村、里、鄰、戶、人口與戶籍動態登記數按性別及登記項目分,民政處/戶政科,澎湖縣,民政處,戶政科,22,,,統計澎湖縣各村里鄰數、戶數、性別、人口數、遷出入人數、出生人數、死亡人數及結離婚對數
73,澎湖縣政府最新債務資訊,財政處/財務管理科,澎湖縣,財政處,財務管理科,13,,,1年以上債務未償餘額 短期債務未償餘額 平均每人負擔債務 自償性債務未償餘額（含非營業特種基金）
74,澎湖縣政府經管國有土地清冊(106年),財政處/公有財產科,澎湖縣,財政處,公有財產科,3148,,,鄉市.段別.地號.管理單位.面積.持分.公告地價.公告現值
75,澎湖縣政府縣有土地參與都市更新案件進度表,財政處/公有財產科,澎湖縣,財政處,公有財產科,2,,,案名、鄉市、地段、地號、土地面積、 所屬計畫階段
76,澎湖縣政府辦理縣有非公用土地設定地上權案(已簽約)一覽表,財政處/公有財產科,澎湖縣,財政處,公有財產科,4,,,案名、地段、地號、基地面積(m2)、土地管理機關、承租人、招標年度、決標權利金(萬元)、簽約日期、地上權存續期間、承租用途、各年度地租、現況
77,澎湖縣飲料製造業工廠清冊,建設處/工商發展科,澎湖縣,建設處,工商發展科,4,,,登記編號、工廠名稱、工廠地址、負責人、統一編號、登記核准日期、符合之產業類別
78,澎湖縣食品製造業清冊,建設處/工商發展科,澎湖縣,建設處,工商發展科,16,,,登記編號、工廠名稱、工廠地址、負責人、統一編號、登記核准日期、符合之產業類別
79,澎湖縣公民營加油站清冊,建設處/工商發展科,澎湖縣,建設處,工商發展科,19,,,營業主體、負責人、站名、營業日期、聯絡電話、聯絡地址
80,澎湖縣工廠登記清冊,建設處/工商發展科,澎湖縣,建設處,工商發展科,210,,,登記編號、工廠名稱、工廠地址、負責人、統一編號、工廠現況、登記核准日期、符合之產業類別
81,澎湖縣公立幼兒園名冊,教育處/國民教育科,澎湖縣,教育處,國民教育科,23,,,編號、縣市、鄉鎮、設立別、名稱、負責人、董事長、園長、電話、住址
82,澎湖縣私立幼兒園名冊,教育處/國民教育科,澎湖縣,教育處,國民教育科,6,,,編號、縣市、鄉鎮、設立別、名稱、負責人、董事長、園長、電話、住址
83,澎湖縣國中小通訊錄,教育處/國民教育科,澎湖縣,教育處,國民教育科,52,,,姓名、職稱、電話、地址、單位名稱
84,澎湖縣105學年度第2學期國民小學辦理兒童課後照顧服務班學校清單,教育處/學務管理科,澎湖縣,教育處,學務管理科,4,,,澎湖縣105學年度第2學期國民小學辦理兒童課後照顧服務班學校清單
85,澎湖縣合法旅館及民宿名冊,旅遊處/觀光行政科,澎湖縣,旅遊處,觀光行政科,548,,,登記編號、旅館名稱/民宿名稱、地址、聯絡電話、傳真、登記房間數、可容納人數、設立登記日期
86,澎湖縣社區發展協會名冊,社會處/社會行政科,澎湖縣,社會處,社會行政科,95,,,編號、鄉市別、澎湖縣轄內社區發展協會名稱、理事長姓名、會址、電話
87,澎湖縣企(職)業工會名冊,社會處/勞工行政科,澎湖縣,社會處,勞工行政科,28,,,編號、澎湖縣轄內工會名稱、負責人姓名、會址、聯絡電話
88,澎湖縣綜合營造業,工務處/港灣科,澎湖縣,工務處,港灣科,2,,,行業別、106.1月止家數、新設立家數、解散撤銷及廢止家數、增資家數、減資家數、遷入家數、遷出家數、行業變動家數、異動調整家數、106.4月現有家數
89,澎湖縣67處漁港,工務處/港灣科,澎湖縣,工務處,港灣科,68,,,澎湖縣67處公告漁港圖資
90,澎湖縣望安鄉人口年齡層統計,澎湖縣望安鄉戶政事務所/澎湖縣望安鄉戶政事務所,澎湖縣,望安鄉戶政事務所,,13,,,0~4歲、5~9歲、10~14歲、15~19歲、20~24歲、25~29歲、30~34歲、35~39歲、40~44歲、45~49歲、50~54歲、55~59歲、60~64歲、65~69歲、70~74歲、75~79歲、80~84歲、85~89歲、90~94歲、95~99歲、100歲以上
91,澎湖縣望安鄉戶籍動態統計,澎湖縣望安鄉戶政事務所/澎湖縣望安鄉戶政事務所,澎湖縣,望安鄉戶政事務所,,132,,,戶數、人口數、遷入人數、遷出人數、出生總數、死亡人數、結婚對數、離婚對數
92,澎湖縣政府警察局整理交通秩序成果統計表,澎湖縣政府警察局/交通警察隊,澎湖縣,警察局,交通警察隊,22,,,年度、月份、超速、無照駕駛、酒後駕車、闖紅燈、淨牌專案、危險駕車、未戴安全帽、未繫安全帶、撥接行動電話、違規停車、違反路權、道路障礙、一般違規、合計
93,紅綠燈號誌位置一覽表,澎湖縣政府警察局/交通警察隊,澎湖縣,警察局,交通警察隊,,,,
94,澎湖縣婦幼安全警示地點資料,澎湖縣政府警察局/婦幼警察隊,澎湖縣,警察局,婦幼警察隊,3,,,No（編號）、Address（地點位置）、DeptNm（管轄警察局）、BranchNm（分局）
