編號,資料集名稱,資料來源(部會單位),第一層級,第二層級,第三層級,資料量,下載次數,瀏覽次數,主要欄位
18,臺中市地價調查用建築改良物標準單價表,臺中市政府地政局-地價科,臺中市政府,地政局,地價科,,,,構造類別、地上樓層數、標準單價
19,臺中市刑事案件統計資料-2月,臺中市政府警察局刑事警察大隊,臺中市政府,警察局,刑事警察大隊,,,,臺中市處理刑事案件－全般刑案(2月)
20,臺中市106年類流感假日特別門診開設情形,臺中市政府衛生局,臺中市政府,衛生局,,,,,"區域別,醫院名稱,開設日期,時段"
21,臺中市旅遊醫學門診醫院名冊,臺中市政府衛生局,臺中市政府,衛生局,,,,,"醫院名稱,地址,諮詢服務電話,服務科別,門診時間"
22,臺中市家庭暴力案量統計,臺中市家庭暴力及性侵害防治中心,臺中市政府,,,,,,案件類別、年度
23,臺中市外籍勞工健康檢查指定醫院名冊,臺中市政府衛生局,臺中市政府,衛生局,,,,,"區別,醫院名稱,聯絡電話,預約,服務科別,服務時間（建議請先電話洽詢）"
24,臺中市健康促進醫院(HPH國際網路認證)機構名單,臺中市政府衛生局,臺中市政府,衛生局,,,,,WHO NO.機構名稱縣市健保特約類別
25,臺中市轄內液化石油氣販賣場所清冊,臺中市政府經濟發展局,臺中市政府,經濟發展局,,,,,"販賣者商號名稱,地址,負責人,電話號碼"
26,臺中市歷次發布天然災害停止上班上課相關訊息一覽表,臺中市政府人事處．考訓科,臺中市政府,人事處,考訓科,,,,臺中市歷次發布天然災害停止上班上課相關訊息一覽表
27,臺中市政府地方稅務局106年1-3月厝邊服務要您好稅服務件數統計表,臺中市政府地方稅務局,臺中市政府,地方稅務局,,,,,服務項目、單位、件數
28,臺中市政府地方稅務局106年1-3月全功能服務櫃台服務件數統計表,臺中市政府地方稅務局,臺中市政府,地方稅務局,,,,,月份、分局名稱、件數
29,臺中市政府106年度歲入預算執行情形,臺中市政府財政局,臺中市政府,財政局,,,,,科目預算數本月收入上月收入本月底收入累計執行率百分比%
30,臺中市政府106年度施政計畫,臺中市政府研究發展考核委員會,臺中市政府,研究發展考核委員會,,,,,本府各機關
31,臺中市性侵害案量統計,臺中市家庭暴力及性侵害防治中心,臺中市政府,,,,,,年、統計量
32,臺中市地價區段數統計表,臺中市政府地政局-地價科,臺中市政府,地政局,地價科,,,,行政區、區段數
33,臺中市土地筆數面積公告土地現值,臺中市政府地政局-地價科,臺中市政府,地政局,地價科,,,,行政區、都市土地、非都市土地、筆數、面積、公告土地現值總額
34,臺中市刑事案件統計資料,臺中市政府警察局刑事警察大隊,臺中市政府,警察局,刑事警察大隊,,,,臺中市處理刑事案件－全般刑案
35,臺中市106年度違反醫療廣告統計資料(截至2/28),臺中市政府衛生局,臺中市政府,衛生局,,,,,違反法規、裁罰件數、刊載方式、違規樣態
36,臺中市106年度1-2月役男徵兵檢查體位判等因素分析統計表,臺中市政府民政局兵員徵集科,臺中市政府,民政局,兵員徵集科,,,,臺中市106年度1-2月役男徵兵檢查體位判等因素分析統計表
37,臺中市106年1-2月徵集人數統計表,臺中市政府民政局兵員徵集科,臺中市政府,民政局,兵員徵集科,,,,臺中市106年1-2月徵集人數統計表
38,臺中市106年1-2月役男申請複檢案件統計,臺中市政府民政局兵員徵集科,臺中市政府,民政局,兵員徵集科,,,,臺中市106年1-2月役男申請複檢案件統計
39,臺中市106年1-2月役男徵兵檢查人數統計表,臺中市政府民政局兵員徵集科,臺中市政府,民政局,兵員徵集科,,,,臺中市106年1-2月役男徵兵檢查人數統計表
40,臺中市106年1-2月役男徵兵檢查BMI值統計表,臺中市政府民政局兵員徵集科,臺中市政府,民政局,兵員徵集科,,,,臺中市106年1-2月役男徵兵檢查BMI值統計表
41,自來水承裝商統計,臺中市政府經濟發展局,臺中市政府,經濟發展局,,,,,"承裝商名稱,等級,許可證字號,狀態,營業地址"
42,本市老人健康檢查合約醫療院所名單,臺中市政府衛生局,臺中市政府,衛生局,,,,,區別、醫療院所名稱、地址、電話
43,台中市防焰性能認證廠商,臺中市政府消防局,臺中市政府,消防局,,,,,場所名稱及地址
44,106年臺中市徵解地政規費,臺中市政府地政局地籍科,臺中市政府,地政局,地籍科,,,,"規費名稱,徵收數,解庫數"
45,106年臺中市土地建物登記管理,臺中市政府地政局‧地籍科,臺中市政府,地政局,地籍科,,,,"件數,土地筆數,土地面積,建物筆數,建物面積"
46,106年第1季臺中市地方稅案件提起行政救濟件數統計表,臺中市政府地方稅務局,臺中市政府,地方稅務局,,,,,復查、訴願、行政訴訟第一審、行政訴訟上訴審、各地方稅稅目
47,106年度臺中市地方總預算附屬單位預算及綜計表,臺中市政府主計處第二科,臺中市政府,主計處,第二科,,,,臺中市附屬單位預算及綜計表各項表件
48,106年度臺中市地方總預算案,臺中市政府主計處第一科,臺中市政府,主計處,第一科,,,,106年度臺中市地方總預算案相關表件
49,106年度臺中市地方總預算,臺中市政府主計處第一科,臺中市政府,主計處,第一科,,,,106年度臺中市地方總預算相關表件
50,106年1999進線統計表,臺中市政府研究發展考核委員會,臺中市政府,研究發展考核委員會,,,,,"日期,進線總電話量,客服人員應答數,電話外撥數,電話處理總數,服務水準(%),平均通話時間"
51,106年1-3月水質檢驗結果報告,臺中市政府衛生局,臺中市政府,衛生局,,,,,"檢驗編號,收樣日期,場所名稱,區域,檢驗結果"
52,104年臺中市都市計畫區域內現有已開闢道路長度及面積暨橋梁座數、自行車道長度,建設局,臺中市政府,建設局,,,,,臺中市都市計畫區域內現有已開闢道路長度及面積暨橋梁座數、自行車道長度
53,104年臺中市國民中學補習學校原住民學生數,教育局,臺中市政府,教育局,,,,,臺中市國民中學補習學校原住民學生數
54,104年臺中市各區 戶長按性別、年齡及教育程度分,民政局,臺中市政府,民政局,,,,,臺中市各區 戶長按性別、年齡及教育程度分
55,104年臺中市公民營廢棄物清除處理機構許可統計,環保局,臺中市政府,環保局,,,,,臺中市公民營廢棄物清除處理機構許可統計
56,臺中市直轄市第二屆市政會議紀錄摘要(XLSX),臺中市政府研究發展考核委員會,臺中市政府,研究發展考核委員會,,,,,市政會議紀錄簡易摘要暨函文資訊
57,臺中市水利局轄管滯洪池,臺中市政府水利局‧防災工程科,臺中市政府,水利局,防災工程科,,,,臺中市水利局轄管滯洪池，以KML格式提供相關資訊
58,臺中市市管水門,臺中市政府水利局‧防災工程科,臺中市政府,水利局,防災工程科,,,,臺中市市管水門位址，以KML格式提供相關資訊
59,臺中市區公所水門,臺中市政府水利局‧防災工程科,臺中市政府,水利局,防災工程科,,,,臺中市區公所水門位址，以KML格式提供相關資訊
60,104年臺中市處理集會遊行發生數統計,臺中市警察局,臺中市政府,臺中市警察局,,,,,臺中市處理集會遊行發生數統計
61,104年臺中市廣告物管理統計,都市發展局,臺中市政府,都市發展局,,,,,臺中市廣告物管理統計
62,臺中市有土地清冊,臺中市政府地政局,臺中市政府,地政局,,,,,段小段	地號	面積(平方公尺)	鄉鎮市區	登記次序	權利範圍分母	權利範圍分子	所有權人	管理機關
63,臺中市收費公用廣告欄設置地點一覽表暨Q&A;,臺中市政府民政局,臺中市政府,民政局,,,,,臺中市收費公用廣告欄設置地點一覽表暨Q&A;
64,臺中市各區衛生所預防接種時間及地點,臺中市政府衛生局,臺中市政府,衛生局,,,,,"區域,衛生所,接種日,電話,地址"
65,臺中市路口號誌箱,臺中市政府交通局,臺中市政府,交通局,,,,,行政區、號誌位置
66,臺中市易塞車路段資訊,臺中市政府交通局,臺中市政府,交通局,,,,,臺中市塞車路段及時段，供民眾參考
67,臺中市政府自行車道建置資料總表,臺中市政府交通局,臺中市政府,交通局,,,,,"名稱,公里,行政區,路段,車道,類型"
68,臺中市國中小高中職學校周邊人行道禁菸範圍表,臺中市政府衛生局,臺中市政府,衛生局,,,,,行政區 學校名稱 禁菸範圍
69,臺中市健康盒餐業者名冊,臺中市政府衛生局,臺中市政府,衛生局,,,,,區別 店家 盒餐名稱
70,機器腳踏車使用牌照稅稅額表,臺中市政府地方稅務局,臺中市政府,地方稅務局,,,,,汽缸排氣量、稅額
71,小客車使用牌照稅稅額表,臺中市政府地方稅務局,臺中市政府,地方稅務局,,,,,汽缸排氣量、自用小客車稅額、營業小客車稅額
72,完全以電能為動力之電動機器腳踏車使用牌照稅稅額表,臺中市政府地方稅務局,臺中市政府,地方稅務局,,,,,英制馬力、公制馬力、稅額
73,完全以電能為動力之電動小客車使用牌照稅稅額表,臺中市政府地方稅務局,臺中市政府,地方稅務局,,,,,英制馬力、公制馬力、自用小客車稅額、營業小客車稅額
74,大客車及貨車使用牌照稅稅額表,臺中市政府地方稅務局,臺中市政府,地方稅務局,,,,,汽缸排氣量、大客車稅額、貨車稅額
75,臺中市符合博物館法設立之公私立博物館一覽,臺中市政府文化局,臺中市政府,文化局,,,,,臺中市符合博物館法設立之公私立博物館一覽
76,臺中市立特殊教育學校通訊資料,臺中市政府教育局特殊教育科,臺中市政府,教育局,特殊教育科,,,,校名、地址、電話
77,臺中市現行兒童預防接種時程,臺中市政府衛生局,臺中市政府,衛生局,,,,,"疫苗項目,劑次,接種時程,備註"
78,圖書預算及採購冊數,臺中市立圖書館,臺中市政府,,,,,,圖書預算、購買圖書冊數
79,臺中市消防安全設備查察處理(105年12月),臺中市政府消防局,臺中市政府,消防局,,,,,臺中市消防安全設備查察處理(105年12月)
80,臺中市政府警察局為民服務成果統計表,臺中市政府警察局,臺中市政府,警察局,,,,,1、協尋查尋人口身分不明者暨蹺家青少年返家團圓2、民眾舉家外出、加強住宅巡邏服務3、受理公司、行號、團體民眾護鈔4、服務台服務5、廣播服務6、急難救助排難解困7、民情、輿情
81,臺中市政府所屬公務人員歷年參加晉升薦任官等訓練參訓及格比例,臺中市政府人事處．考訓科,臺中市政府,人事處,考訓科,,,,臺中市政府所屬公務人員歷年參加晉升薦任官等訓練參訓及格比例
82,臺中市政府所屬公務人員歷年參加晉升簡任官等訓練參訓及格比例,臺中市政府人事處．考訓科,臺中市政府,人事處,考訓科,,,,臺中市政府所屬公務人員歷年參加晉升簡任官等訓練參訓及格比例
83,臺中市土地段代碼對照表,臺中市政府地政局,臺中市政府,地政局,,,,,段、小段、段代碼、地所行政區代碼、備註。
84,臺中市刑事案件統計資料,臺中市政府警察局刑事警察大隊,臺中市政府,警察局,刑事警察大隊,,,,臺中市處理刑事案件－全般刑案
85,身障車位,臺中市停車管理處,臺中市政府,臺中市停車管理處,,,,,原臺中市8區身障車位
86,臺中市營建工地空汙費繳費櫃檯,臺中市政府環境保護局空氣品質及噪音管制科,臺中市政府,環境保護局,空氣品質及噪音管制科,,,,"行政區,站名,電話,地址,服務時間,服務類別"
87,臺中市消防安全檢查重大不合格場所,臺中市政府消防局,臺中市政府,消防局,,,,,場所名稱	場所地點	檢查結果	檢查日期
88,臺中市政府警察局為民服務成果統計表,臺中市政府警察局,臺中市政府,警察局,,,,,1、協尋查尋人口身分不明者暨蹺家青少年返家團圓2、民眾舉家外出、加強住宅巡邏服務3、受理公司、行號、團體民眾護鈔4、服務台服務5、廣播服務6、急難救助排難解困7、民情、輿情
89,臺中市政府衛生局抽驗蔬果.菇類.醬料檢驗結果,臺中市政府衛生局,臺中市政府,衛生局,,,,,類別，序號，樣品名稱，抽驗廠商名稱，廠商地址，檢驗項目，檢驗結果，標準，處辦情形
90,臺中市人力資源求才職缺明細表,臺中市就業服務處,臺中市政府,臺中市就業服務處,,,,,序號、廠商名稱、職位名稱、求才人數、工作地點
91,臺中市視障生活重建中心,臺中市政府社會局身心障礙福利科,臺中市政府,社會局,身心障礙福利科,,,,承辦單位名稱、辦理地點、聯絡電話、服務內容
92,臺中市合格環境用藥販賣業者資訊,臺中市政府環境保護局,臺中市政府,環境保護局,,,,,"販賣許可執照字號,業者名稱,住址,電話"
93,空氣盒子歷史偵測資料:七天內的歷史資料,資訊中心,臺中市政府,,,,,,(1)偵測資料: time：資料產生時間 device_id：AirBox ID s_0：Message sequence number s_1：Battery power(0 ~ 100) s_2：Battery or Plug(0: Battery 1: Plug) s_3：Moving speed(Should be 0) s_d0：PM2.5 s_t0：Temperature s_h0：Humidity (2)設備資料： device_id：AirBox ID vendor：Vendor number ver_format：Message format version fmt_opt：A fixed value app：App name ver_app：AirBox firmware version device：AirBox Name gps_lat：Latitude gps_lon：Longitude gps_fix：A fixed value(Must be 1) gps_num：A number(Greater than 4) gps_alt：Altitude
94,空氣盒子即時偵測資料,資訊中心,臺中市政府,,,,,,(1)偵測資料: time：資料產生時間 device_id：AirBox ID s_0：Message sequence number s_1：Battery power(0 ~ 100) s_2：Battery or Plug(0: Battery 1: Plug) s_3：Moving speed(Should be 0) s_d0：PM2.5 s_t0：Temperature s_h0：Humidity (2)設備資料： device_id：AirBox ID vendor：Vendor number ver_format：Message format version fmt_opt：A fixed value app：App name ver_app：AirBox firmware version device：AirBox Name gps_lat：Latitude gps_lon：Longitude gps_fix：A fixed value(Must be 1) gps_num：A number(Greater than 4) gps_alt：Altitude
95,臺中市鄰長名冊,臺中市政府民政局,臺中市政府,民政局,,,,,屆次、區別、里別、鄰別、姓名、職稱
96,臺中市托育(保母)人員專業訓練課程(126小時自費班),臺中市政府社會局-婦女及兒少福利科,臺中市政府,社會局,婦女及兒少福利科,,,,辦理單位、班別開辦期間、上課地點、平日/假日、開班人數、報名期間、說明會時間/地點、聯絡電話
97,停車場座標位置,臺中市停車管理處,臺中市政府,臺中市停車管理處,,,,,停車場、緯度、經度、位置
98,臺中消費,臺中市政府觀光旅遊局,臺中市政府,觀光旅遊局,,,,,臺中市消費資訊。
99,臺中活動,臺中市政府觀光旅遊局,臺中市政府,觀光旅遊局,,,,,臺中市相關活動彙整。
100,臺中景點,臺中市政府觀光旅遊局,臺中市政府,觀光旅遊局,,,,,臺中市相關景點彙整。
101,臺中市洗掃街作業資料,臺中市政府環境保護局空氣品質及噪音管制科,臺中市政府,環境保護局,空氣品質及噪音管制科,,,,"洗街長度,洗街用水量,洗街TSP削減量,洗街PM10削減量"
102,臺中市柴油車排煙檢測站站址,臺中市政府環境保護局,臺中市政府,環境保護局,,,,,站名、行政區、電話 地址、服務時間、服務車種、服務量能
103,臺中市醫事人員執業統計資料,臺中市政府衛生局,臺中市政府,衛生局,,,,,臺中市醫事人員停業.執業.歇業人數
104,臺中市政府水利局水位站水情資訊,臺中市政府水利局‧防災工程科,臺中市政府,水利局,防災工程科,,,,提供json格式
105,國中各校男女生人數統計,臺中市政府教育局中等教育科,臺中市政府,教育局,中等教育科,,,,國中各校男女生人數統計
106,臺中捐血中心巡迴捐血點,臺中市政府衛生局,臺中市政府,衛生局,,,,,"名稱,地址,作業時間"
107,臺中市物理治療所及職能治療所,臺中市政府衛生局,臺中市政府,衛生局,,,,,"機構名稱,地址,電話"
108,臺中市政府公共設施維護統計資訊,臺中市政府建設局‧企劃科,臺中市政府,建設局,企劃科,,,,道路坑洞修補(處)、行道樹新植(棵)、行道樹修剪(棵)、路燈新設(盞)、路燈修復(盞)、公園樹木修剪(棵)、公園或園道照明新設(盞)、公園或園道照明修復(盞)等
109,臺中捐血中心固定捐血點,臺中市政府衛生局,臺中市政府,衛生局,,,,,"捐血點名稱,地址,電話,作業時間"
110,臺中市每季房地產消費糾紛原因及來源明細統計表,臺中市政府地政局‧地價科,臺中市政府,地政局,地價科,,,,消費糾紛原因，仲介，代銷，建商，地政士，其他。
111,臺中市救護車資料,臺中市政府衛生局,臺中市政府,衛生局,,,,,救護車設置機構、總機／傳真、聯絡人、手機
112,臺中市政府開發工業區及都市計畫工業區,臺中市政府經濟發展局,臺中市政府,經濟發展局,,,,,"行政區,工業區名稱,工業區面積,管理單位,工業區網址,鄰近道路"
113,臺中市建築物公共安全檢查簽證及申報 核准備查件數,臺中市政府都市發展局-使用管理科,臺中市政府,都市發展局,使用管理科,,,,"公安申報區間,A類,B類,C類,D類,E類,F類,G類,H類"
114,臺中市動物之家鼓勵認養公告,臺中市動物保護防疫處‧獸醫行政組,臺中市政府,臺中市動物保護防疫處,獸醫行政組,,,,臺中市動物之家鼓勵認養公告
115,臺中市動物之家收容動物公告,臺中市動物保護防疫處‧獸醫行政組,臺中市政府,臺中市動物保護防疫處,獸醫行政組,,,,臺中市動物之家收容動物公告
116,臺中市刑事案件統計資料,臺中市政府警察局刑事警察大隊,臺中市政府,警察局,刑事警察大隊,,,,臺中市處理刑事案件－全般刑案
117,臺中市公有零售市場販賣商品清冊,臺中市政府經濟發展局,臺中市政府,經濟發展局,,,,,"市場名稱,攤鋪位編號,販售商品,地址,備註"
118,106年臺中市政府消防局住警器推廣執行成果,臺中市政府消防局,臺中市政府,消防局,,,,,106年臺中市政府消防局住警器推廣執行成果
119,106年臺中市和平區西醫巡迴醫療服務行程表,臺中市政府衛生局,臺中市政府,衛生局,,,,,"地點,巡迴醫療時間,服務機構,服務機構電話"
120,105年第4季臺中市地方稅案件提起行政救濟件數統計表,臺中市政府地方稅務局,臺中市政府,地方稅務局,,,,,復查、訴願、行政訴訟第一審、行政訴訟上訴審、各地方稅稅目
121,臺中市政府政風處暨所屬各政風單位105年上半年辦理反貪宣導統計,臺中市政府政風處,臺中市政府,政風處,,,,,"活動名稱,參與人數,辦理機關,政風人員投入人次 "
122,105年食品業衛生自主管理評核優良級業者名單 (效期:106.2.24-107.12.31),臺中市政府衛生局,臺中市政府,衛生局,,,,,店名、地址、等級
123,臺中市計程車統計數量,臺中市政府交通局,臺中市政府,交通局,,,,,計程車運輸合作社、計程車客運業兼營計程車客運服務業、個人計程車客運業
124,臺中市禁止遊動廣告車輛停放路段,臺中市政府交通局,臺中市政府,交通局,,,,,臺中市禁止遊動廣告車輛停放路段
125,臺中市公私立各級學校通訊資料,臺中市政府教育局秘書室,臺中市政府,教育局,秘書室,,,,"行政區,學校名稱,學校屬性,地址,電話號碼,傳真,網路電話,學校網址,校長/主管"
126,臺中市非都市土地使用分區及使用地變更專責審議小組委員名單,臺中市政府都市發展局‧綜合企劃科,臺中市政府,都市發展局,綜合企劃科,,,,105年臺中市非都市土地使用分區及使用地變更專責審議小組第6屆委員名單
127,臺中市針具交換執行點清冊,臺中市政府衛生局,臺中市政府,衛生局,,,,,"清潔針具交換執行點名稱,電話,地址"
128,計程車費率比較表,臺中市政府交通局,臺中市政府,交通局,,,,,計程車費率比較表
129,106年度臺中市地方總預算案附屬單位預算及綜計表,臺中市政府主計處第二科,臺中市政府,主計處,第二科,,,,106年度臺中市地方總預算案附屬單位預算及綜計表各項表件
130,臺中市液化石油氣儲存場所,臺中市政府消防局,臺中市政府,消防局,,,,,編號、商號名稱、地址、負責人、電話號碼、場所營業內容
131,臺中市大客車行駛應特別注意路段,臺中市市府交通局,臺中市政府,臺中市市府交通局,,,,,臺中市大客車行駛應特別注意路段
132,高風險家庭關懷輔導處遇服務據點,臺中市政府社會局社工科,臺中市政府,社會局,社工科,,,,單位名稱、服務區域、電話、地址
133,臺中市宗地地號視中心坐標,臺中市政府地政局,臺中市政府,地政局,,,,,"區代碼,區名,段代碼,段名,地號	宗地視中心X坐標(TWD97),宗地視中心Y坐標(TWD97)"
134,臺中市大客車禁行路段,臺中市政府交通局,臺中市政府,交通局,,,,,禁行類型、禁行時間
135,臺中市政府辦理民間參與公共建設案件統計表,臺中市政府財政局，非公用財產開發科,臺中市政府,財政局,非公用財產開發科,,,,辦理方式、已簽約、未簽約、合計
136,臺中市政府辦理民間公共建設已簽約案件統計表,臺中市政府財政局，非公用財產開發科,臺中市政府,財政局,非公用財產開發科,,,,項目、件數、民間投資金額(萬元)、權利金(萬元)、租金(萬元/年)
137,大台中數位有線電視股份有限公司、台灣佳光電訊股份有限公司及群健有線電視股份有限公司分期(擴增)營運臺中市有線廣播電視系統106年度有線廣播電視收視費用標準,臺中市政府新聞局,臺中市政府,新聞局,,,,,收視費用
138,106年度有線廣播電視基本頻道收視費用,臺中市政府新聞局,臺中市政府,新聞局,,,,,收視費用
139,臺中市拖吊保管場,臺中市政府交通局,臺中市政府,交通局,,,,,標題、拖吊場名稱、地址、聯絡電話
140,臺中市農場名單,臺中市政府農業局,臺中市政府,農業局,,,,,序號、場名、負責人姓名、場址、電話、經營類別
141,臺中市民營停車場資料,臺中市停車管理處,臺中市政府,臺中市停車管理處,,,,,年度、編號、區別、核准字號、停車場名稱、公司名稱、電話、通訊錄、建物內容停車場形式、使用層樓面積(平方公尺)、停車場位置、土地標示、大型車、小型車、身障汽車格位、機車、身障機車格位、使用期限、備註
142,臺中市愛滋病指定醫事機構,臺中市政府衛生局,臺中市政府,衛生局,,,,,"名稱,連絡電話,地址"
143,臺中市已登記資訊休閒業清單,臺中市政府經濟發展局,臺中市政府,經濟發展局,,,,,"統一編號,營利事業名稱,負責人,營利事業所在地,核准設立日期,營業現況"
144,臺中市客家美食餐飲小吃名冊,臺中市政府客家事務委員會,臺中市政府,客家事務委員會,,,,,餐廳名稱、電話、住址
145,臺中市客家社團名冊,臺中市政府客家事務委員會,臺中市政府,客家事務委員會,,,,,社團名稱、郵遞區號、地址
146,臺中市地震斷層帶圖資,臺中市,臺中市政府,,,,,,臺中市地震斷層帶圖資
147,臺中市國家重要濕地-高美濕地資料,臺中市政府農業局,臺中市政府,農業局,,,,,面積、中文名稱、類型、英文名稱、行政轄區、相關計畫、相關機關或單位、範圍、簡介、重要生態資源、瀕臨絕種的種類、珍貴稀有的種類、應予保育的種類
148,臺中市合法視聽歌唱等8種行業清冊,臺中市政府經濟發展局,臺中市政府,經濟發展局,,,,,"統一編號,商業名稱,商業所在地,營業項目,組織種類"
149,臺中市合法登記電子遊戲場業清單,臺中市政府經濟發展局,臺中市政府,經濟發展局,,,,,"統一編號,電子遊戲場名稱,負責人姓名,設立日期,營業場所地址"
150,臺中104年度農產面積及產量資料,臺中市政府農業局,臺中市政府,農業局,,,,,期作、鄉鎮、作物、種植面積、收穫面積、每公頃收量、收量
151,臺中市各國小校園開放時間,臺中市政府教育局國小教育科,臺中市政府,教育局,國小教育科,,,,臺中市各國小校園開放時間
152,臺中市各年度債務未償餘額實際數表,臺中市政府財政局．財務管理科第三股,臺中市政府,財政局,財務管理科第三股,,,,年度非自償性債務(1年以上)非自償性債務(未滿1年)自償性債務
153,地籍測量專業資格證明書核發紀錄表,臺中市政府地政局,臺中市政府,地政局,,,,,核發日期、姓名、證書號碼
154,臺中市車輛行車事故鑑定案件分類統計表,臺中市車輛行車事故鑑定委員會,臺中市政府,臺中市車輛行車事故鑑定委員會,,,,,「年份」、「月份」、「民眾申請」、「司法機關囑託數」」、「總收案件(年)」
155,臺中市政府商業登記資訊系統-縣（市）商業登記家數與資本額統計表,臺中市政府經濟發展局,臺中市政府,經濟發展局,,,,,"鄉鎮別,A農林漁牧業,B礦業及土石採取業,C製造業,D電力及燃氣供應業E用水供應及污染整治業,F營造業,G批發及零售業,H運輸及倉儲業I住宿及餐飲業,J資訊及通訊傳播業,K金融及保險業,L不動產業M專業、科學及技術服務業,N支援服務業,O公共行政及國防；強制性社會安全P教育服務業,Q醫療保健及社會服務業,R藝術、娛樂及休閒服務業S其他服務業"
156,臺中市政府公告高再犯之性侵害加害人人數統計表,臺中市政府警察局婦幼警察隊,臺中市政府,警察局,婦幼警察隊,,,,臺中市政府公告高再犯之性侵害加害人人數統計表
157,臺中市外國人地權登記管理統計表,臺中市政府地政局-地權科,臺中市政府,地政局,地權科,,,,土地筆數、土地面積、建物棟數、建物面積
158,大墩文化中心近期活動,臺中市政府文化局大墩文化中心,臺中市政府,文化局,大墩文化中心,,,,大墩文化中心活動區間、活動日期、時間、活動名稱及地點。
159,臺中市無障礙廁所清冊,臺中市政府都市發展局‧使用管理科,臺中市政府,都市發展局,使用管理科,,,,編號、公共建築物名稱、地址
160,臺中市海洋水質監測資料,臺中市環境保護局,臺中市政府,臺中市環境保護局,,,,,監測站名、監測站編號、採樣日期、採樣時間、水質紀錄
161,臺中市政府消防局105年度下半年物資捐贈及現金捐款芳名冊,臺中市政府消防局秘書室,臺中市政府,消防局,秘書室,,,,包含捐贈公司名稱/個人、捐贈項目、時價、捐贈用途及使用單位
162,屯區藝文中心105年7-8月活動表,臺中市屯區藝文中心,臺中市政府,,,,,,"活動類別,日期,活動地點,活動名稱,備註"
163,105年第3季臺中市地方稅案件提起行政救濟件數統計表,臺中市政府地方稅務局,臺中市政府,地方稅務局,,,,,復查、訴願、行政訴訟第一審、行政訴訟上訴審、各地方稅稅目
164,105年未完成建築物公共安全申報且屬第二季營業場所 (截至105年9月1日止),臺中市政府都市發展局‧使用管理科,臺中市政府,都市發展局,使用管理科,,,,場所名稱、場所地址
165,105年度臺中市地方總預算第2次追加(減)預算,臺中市政府主計處第一科,臺中市政府,主計處,第一科,,,,105年度臺中市地方總預算第2次追加(減)預算相關預算書表
166,105年下半年度臺中市消防安全檢查列管對象,臺中市政府消防局,臺中市政府,消防局,,,,,105年下半年度臺中市消防安全檢查列管對象
