編號,資料集名稱,資料來源(部會單位),第一層級,第二層級,第三層級,資料量,下載次數,瀏覽次數,主要欄位
16,臺南市環保志義工環境清潔執行成果,環境保護局,台南市政府,環境保護局,,3,3,337,"編號,年度,37區環保義工隊名稱,各隊掃街參與人數(人/月),各隊掃街公里數(公里/8個月)"
17,臺南市地下水監測資料,環境保護局,台南市政府,環境保護局,,1,2,471,"序號,採樣日期,井號,pH/水溫,大腸桿菌群,總溶解固體物,氯鹽,硫酸鹽,氟鹽,硝酸鹽氮,亞硝酸鹽氮,氨氮,總有機碳,總硬度,總磷,鉛,鎘,鉻,銅,鋅,鎳,砷,汞,氯甲烷,氯乙烯,1,1-二氯乙烯,二氯甲烷,反-1,2-二氯乙烯,1,1-二氯乙烷,順-1,2-二氯乙烯,氯仿,1,1,1-三氯乙烷,1,2-二氯乙烷,苯,四氯化碳,三氯乙烯,甲苯,1,1,2-三氯乙烷,四氯乙烯,氯苯,乙苯,二甲苯註3,1,4-二氯苯,1,2-二氯苯,?,甲基第三丁基醚(MTBE),2,4,6-三氯酚,2,4,5-三氯酚,五氯酚,3,3’-二氯聯苯胺"
18,臺南市所屬機關學校公教人員教育程度,人事處,台南市政府,人事處,,1,4,116, 教育程度：區分為博士、碩士、學士、專科、高中(職)、國(初)中(含)以下。
19,臺南市登革熱噴藥人力及場次,衛生局,台南市政府,衛生局,,3,19,21175,臺南市104年登革熱噴藥人力及場次
20,工業油脂流向申報105年4月廠商清冊,經濟發展局,台南市政府,經濟發展局,,1,1,81,工業油脂流向申報105年4月廠商清冊
21,化工原料工廠105年4月廠商清冊,經濟發展局,台南市政府,經濟發展局,,1,4,86,化工原料工廠105年4月廠商清冊
22,臺南待認領養流浪動物資料,農業局,台南市政府,農業局,,1,0,53,動物的區域編號、動物的實際所在地、動物的類型、動物性別、動物體型。動物毛色、動物年紀、是否絕育、是否施打狂犬病疫苗、動物尋獲地、動物狀態、資料備註 
23,化工原料工廠105年8月廠商清冊,經濟發展局,台南市政府,經濟發展局,,2,3,97,化工原料工廠105年8月廠商清冊
24,食品工廠105年8月廠商清冊,經濟發展局,台南市政府,經濟發展局,,1,6,87,食品工廠105年8月廠商清冊
25,工業油脂流向申報105年8月廠商清冊,經濟發展局,台南市政府,經濟發展局,,1,1,80,工業油脂流向申報105年8月廠商清冊
26,工業油脂流向申報105年1月廠商清冊,經濟發展局,台南市政府,經濟發展局,,1,2,172,工業油脂流向申報105年1月廠商清冊
27,化工原料工廠105年10月廠商清冊,經濟發展局,台南市政府,經濟發展局,,1,2,59,化工原料工廠105年10月廠商清冊
28,食品工廠105年10月廠商清冊,經濟發展局,台南市政府,經濟發展局,,1,2,79,食品工廠105年10月廠商清冊--csv檔
29,工業油脂流向申報105年10月廠商清冊,經濟發展局,台南市政府,經濟發展局,,1,1,82,工業油脂流向申報105年10月廠商清冊
30,臺南市所屬機關學校正式職(教)員及其他員工實有員額,人事處,台南市政府,人事處,,1,1,5,臺南市所屬機關學校正式職(教)員及其他員工實有員額---按機關分類
31,工業油脂流向申報105年2月廠商清冊,經濟發展局,台南市政府,經濟發展局,,1,0,109,工業油脂流向申報105年2月廠商清冊--csv檔
32,化工原料工廠105年2月廠商名冊,經濟發展局,台南市政府,經濟發展局,,1,2,114,化工原料工廠105年2月廠商名冊
33,食品工廠105年4月廠商清冊,經濟發展局,台南市政府,經濟發展局,,1,1,132,食品工廠105年4月廠商清冊
34,工業油脂流向申報105年5月廠商清冊,經濟發展局,台南市政府,經濟發展局,,1,0,90,工業油脂流向申報105年5月廠商清冊
35,化工原料工廠105年5月廠商清冊,經濟發展局,台南市政府,經濟發展局,,1,3,131,化工原料工廠105年5月廠商清冊
36,食品工廠105年5月廠商清冊,經濟發展局,台南市政府,經濟發展局,,1,3,103,食品工廠105年5月廠商清冊
37,臺南市106年各區原住民族群人口統計,民族事務委員會,台南市政府,民族事務委員會,,3,9,86,106年1月臺南市現住原住民人口數按性別、原住民身分及族別分布
38,工業油脂流向申報廠商清冊,經濟發展局,台南市政府,經濟發展局,,12,2,39,工業油脂流向申報106年02月廠商清冊
39,化工原料工廠106年02月廠商清冊,經濟發展局,台南市政府,經濟發展局,,1,2,28,化工原料工廠106年02月廠商清冊
40,食品工廠106年02月廠商清冊,經濟發展局,台南市政府,經濟發展局,,1,5,40,食品工廠106年02月廠商清冊
41,各類食品抽驗結果,衛生局,台南市政府,衛生局,,4,27,369,序號、稽查日期、產品名稱、檢驗項目、檢驗結果 
42,臺南市藥局,衛生局,台南市政府,衛生局,,1,5,96,「機構狀態」、「機構類別」、「機構名稱」、「縣市別」、「鄉鎮市區」、「街 道巷弄號」、「電話」 
43,食品器具、食品容器或包裝、食品用洗潔劑檢驗結果,衛生局,台南市政府,衛生局,,4,6,298,序號、稽查日期、產品名稱、檢驗項目、檢驗結果 
44,臺南市成人(滿13歲)-胸部X光檢查醫療院所名冊-2017/09/14更新,衛生局,台南市政府,衛生局,,3,14,808,「機構名稱」、「地址」、「電話」
45,1999每月派工案件,研究發展考核委員會,台南市政府,研究發展考核委員會,,32,39,49,2015年4月臺南1999派工案件
46,臺南市政府食品違規廣告統計表,衛生局,台南市政府,衛生局,,3,11,321,年度、總件數、總金額、電台件數、金額、電視件數、金額、網路平面媒體件數、金額 							 
47,臺南市政府藥品違規廣告統計表,衛生局,台南市政府,衛生局,,3,6,284,年度、總件數、總金額、電台件數、金額、電視件數、金額、網路平面媒體件數、金額 								 
48,臺南市市售抽驗計畫加水站管理,衛生局,台南市政府,衛生局,,2,4,557,項次、抽驗日期、市招名稱、地址、抽驗物品名稱、檢驗判定結果
49,臺南市各區代碼,研究發展考核委員會,台南市政府,研究發展考核委員會,,1,5,193,「AreaName」、「Code」
50,臺南市實施耕地三七五減租成果統計表,地政局,台南市政府,地政局,,3,7,455,103年臺南市實施耕地三七五減租成果
51,4G健康小站,社會局,台南市政府,社會局,,2,21,227,健康小站裝置據點 
52,臺南市76年迄今累進起點地價,財政稅務局,台南市政府,財政稅務局,,1,2,30,"年度,臺南市累進起點地價,臺南縣累進起點地價,開徵日期"
53,103年勞工局職災慰問金發放統計表,勞工局,台南市政府,勞工局,,1,6,315,職災慰問金發放
54,05現住原住民人口數按性別、年齡及原住民身分分(表四),民政局,台南市政府,民政局,,2,13,369,「原住民註記」、「區 域 別」、「性別」、「總計」、「合計_0~4歲」、「0歲」、「1歲」、「2歲」、「3歲」、「4歲」、「合計_5~9歲」、「5歲」、「6歲」、「7歲」、「8歲」、「9歲」、「合計_10~14歲」、「10歲」、「11歲」、「12歲」、「13歲」、「14歲」、「合計_15~19歲」、「15歲」、「16歲」、「17歲」、「18歲」、「19歲」、「合計_20~24歲」、「20歲」、「21歲」、「22歲」、「23歲」、「24歲」、「合計_25~29歲」、「25歲」、「26歲」、「27歲」、「28歲」、「29歲」、「合計_30~34歲」、「30歲」、「31歲」、「32歲」、「33歲」、「34歲」、「合計_35~39歲」、「35歲」、「36歲」、「37歲」、「38歲」、「39歲」、「合計_40~44歲」、「40歲」、「41歲」、「42歲」、「43歲」、「44歲」、「合計_45~49歲」、「45歲」、「46歲」、「47歲」、「48歲」、「49歲」、「合計_50~54歲」、「50歲」、「51歲」、「52歲」、「53歲」、「54歲」、「合計_55~59歲」、「55歲」、「56歲」、「57歲」、「58歲」、「59歲」、「合計_60~64歲」、「60歲」、「61歲」、「62歲」、「63歲」、「64歲」、「合計_65~69歲」、「65歲」、「66歲」、「67歲」、「68歲」、「69歲」、「合計_70~74歲」、「70歲」、「71歲」、「72歲」、「73歲」、「74歲」、「合計_75~79歲」、「75歲」、「76歲」、「77歲」、「78歲」、「79歲」、「合計_80~84歲」、「80歲」、「81歲」、「82歲」、「83歲」、「84歲」、「合計_85~89歲」、「85歲」、「86歲」、「87歲」、「88歲」、「89歲」、「合計_90~94歲」、「90歲」、「91歲」、「92歲」、「93歲」、「94歲」、「合計_95~99歲」、「95歲」、「96歲」、「97歲」、「98歲」、「99歲」、「100歲以上」
55,08現住原住民人口數按性別、原住民身分及族別分(表七),民政局,台南市政府,民政局,,2,26,395,「身　分　別」、「區域別 」、「性　別」、「總　計」、「阿美族」、「泰雅族」、「排灣族」、「布農族」、「魯凱族」、「卑南族」、「鄒族」、「賽夏族」、「雅美族」、「邵族」、「噶瑪蘭族」、「太魯閣族」、「撒奇萊雅族」、「賽德克族」、「尚未申報」
56,臺南市政府消防局會計報告,消防局,台南市政府,消防局,,102,3,325,"科目名稱,科目代號,本月底金額,上月底金額,增減數金額,增減(%)金額"
57,臺南市各區里活動中心基本資料表,民政局,台南市政府,民政局,,1,12,491,區別	里別	活動中心名稱	地址	經度	緯度 
58,臺南市政府財政稅務局服務據點,財政稅務局,台南市政府,財政稅務局,,1,1,25,轄區  地址  電話
59,臺南市各行政區現有認養及代管空地設置停車場明細表,交通局,台南市政府,交通局,,3,22,216,編號、區別、停車場位置、停車格位數-大型車、停車格位數-小型車、停車格位數-機車、認養-代管維護單位
60,臺南市禁止遊動廣告車輛停放路段,交通局,台南市政府,交通局,,3,0,367,"行政區,禁停範圍,禁停時段"
61,105學年度第2學期國小兒童課後照顧服務班開辦學校名單,教育局,台南市政府,教育局,,1,1,29,提供［編號］、［學校名稱］
62,公私立老人長期照護、養護、安養機構,社會局,台南市政府,社會局,,2,66,1018,「編號」、「102年等第」、「名稱」、「地址」、「電話」、「負責人」、「主任」、「立案日期」、「可收容人數」
63,臺南農產面積及產量資料,農業局,台南市政府,農業局,,1,47,304,"""年度""、""期作""、""縣市""、""鄉鎮""、""作物""、""收穫面積""、""種植面積""、""每公頃收穫量""、""收量"""
64,臺南市空氣品質監測資料,環境保護局,台南市政府,環境保護局,,1,58,2074,測站名稱、測站編號、總懸浮微粒採樣開始時間、總懸浮微粒採樣結束時間、天候、TSP、PM10、PM2.5、氯鹽、硝酸鹽、硫酸鹽、鉛、落塵量採樣開始時間、落塵量採樣結束時間、落塵量(公噸/平方公里/月) 
65,臺南市空氣品質淨化區資料,環境保護局,台南市政府,環境保護局,,1,15,604,"基地名稱,管理單位,基地面積/長度,(公頃/公里),植栽情形,緯度,經度"
66,娛樂稅營業細項及代碼對照表,財政稅務局,台南市政府,財政稅務局,,1,2,348,[營業細項代碼]、[營業細項名稱]
67,娛樂稅稅源月報表,財政稅務局,台南市政府,財政稅務局,,2,8,482,[年月]、[1申報/2查定/4臨時公演]、[營業細項代碼]、[家數]、[本月報繳(查定)金額]、[本月實徵稅額]
68,臺南市安定區域性聯合滲出水集中處理廠放流水檢測報告,環境保護局,台南市政府,環境保護局,,1,3,371,安定區域性聯合滲出水集中處理廠放流水檢測報告
69,臺南市動物醫院及診所名單,農業局,台南市政府,農業局,,1,12,66,核准字號、執照類別、狀態、機構名稱、負責獸醫、機構電話、發照日期、機構地址 
70,近期禁葬公告,民政局,台南市政府,民政局,,1,4,317,近期禁葬公告（6月1日發布）
71,年度施政計畫,消防局,台南市政府,消防局,,1,1,135,年度施政計畫
72,臺南市各轄區水產養殖面積,農業局,台南市政府,農業局,,6,16,109,鄉鎮市區、漁業種類、 面積單位、單養、 混養、 休養
73,臺南市政府騎樓暢通計畫,工務局,台南市政府,工務局,,1,10,376,「年度」、「組別」、「區別」、「里別」、「團體名稱」、「路段地址」、「面前道路寬度」、「騎樓總長度」
74,臺南市房地產消費糾紛原因及來源明細統計表,地政局,台南市政府,地政局,,11,18,342,房地產消費糾紛原因及來源明細
75,台南市身心障礙者庇護工場,勞工局,台南市政府,勞工局,,1,12,1276,台南市共有4家庇護工場提供農事 印刷及烘焙等服務
76,臺南市電動機車充電站址,環境保護局,台南市政府,環境保護局,,1,49,1497,"編號,充電站地點,行政區,地址,設置位置,供電時段,充電費用,服務對象"
77,禽流感應變措施,農業局,台南市政府,農業局,,5,27,1063,"日期,地點,禽種,禽流感病毒,撲殺數量,執行者事蹟,Longitude,Latitude"
78,臺南市最近5年土地增值稅稅源統計表,財政稅務局,台南市政府,財政稅務局,,1,3,244,臺南市最近5年土地增值稅稅源統計表
79,白河區香蕉作物空間分布,農業局,台南市政府,農業局,,1,0,10,
80,臺南市beacon點位,研究發展考核委員會,台南市政府,研究發展考核委員會,,2,33,542,1. 「idname」：使用者自行設置之Beacon名稱。 2. 「Mac Address」：藍芽設備的硬體位址。 3. 「UUID」：Beacon類型識別碼。 4. 「Major ID」：Beacon主要識別碼。 5. 「Minor ID」：Beacon次要識別碼。 6. 「區域」：Beacon所在臺南市行政區別。 7. 「描述」：Beacon用途描述。 8. 「Longitude」：座標經度。 9. 「Latitude」：座標緯度。 10. 「狀態」：顯示Beacon是否正常運作中。 11. 「電力狀態」：顯示Beacon電力程度。 12. 「更新日期」：上次修改Beacon設定或推播內容的日期。 13. 「啟用日期」：完成設定Beacon並啟用日期。
81,標案明細表,消防局,台南市政府,消防局,,2,3,239,"編號,標案案號,標案名稱,決標日期,預算金額,總決標金額,得標廠商,參與競標廠商"
82,臺南市自行車道資訊,交通局,台南市政府,交通局,,3,50,684,項次、自行車道名稱、行政區、長度、周邊景點
83,橋樑檢測資料,工務局,台南市政府,工務局,,2,35,265,橋梁名稱、管理機關、轄下機關、道路等級、路線、竣工年月、跨越物體、橋梁總長、最大淨寬、最小淨寬等等
84,臺南市政府消防局預算及決算書,消防局,台南市政府,消防局,,4,14,358,"科目,本年度預算數,上年度預算數,前年度決算數,本年度與上年度比較"
85,臺南市營建工地空汙費繳費櫃檯,環境保護局,台南市政府,環境保護局,,1,6,508,行政區、站名、電話、地址、服務時間、服務類別
86,建築管理使用執照基本資料,工務局,台南市政府,工務局,,1,45,272,"""樓層概要""、""_id""、""Uid""、""使用執照字號""、""原領建造執照字號""、""基地面積""、""建築面積""、""總樓地板面積""、""建築物高度""、""地下避難面積""、""法定空地面積""、""建造類別""、""構造別""、""地上層數""、""地下層數""、""棟數""、""戶數""、""起造人代表人""、""設計人""、""監造人""、""承造人""、""雜項工作物""、""停車空間""、""發照日期""、""qtime""、""實際開工日期"""
87,建築線核發資訊,都市發展局,台南市政府,都市發展局,,1,1,284,年度、行政區、核發件數
88,臺南市建物第一次登記統計表,地政局,台南市政府,地政局,,32,106,932,「年月」、「區名」、「六層以下-筆數」、「六層以下-面積(M2)」、「七層以上-筆數」   
89,臺南市建物第一次移轉統計表,地政局,台南市政府,地政局,,31,53,856,「年月」、「區名」、「六層以下-筆數」、「六層以下-面積(M2)」、「七層以上-筆數」
90,臺南市焚化廠地址,環境保護局,台南市政府,環境保護局,,1,19,292,臺南市焚化廠名稱、地址
91,大台南公車預估到站時間,交通局,台南市政府,交通局,,1,232,1692,「路線名稱」、「預估到站時間」 其中參數code的代碼請參照臺南公車路線站牌資料之「語音查詢代碼」欄位
92,臺南市大客車禁行路段,交通局,台南市政府,交通局,,3,0,534,項次、道路別、縣市別、鄉鎮市區、路線路名、路線樁號及起迄地名、管制通行措施、路況概述、提報單位、公告文號
93,臺南市商業設立登記清冊,經濟發展局,台南市政府,經濟發展局,,2,21,1110,"登記機關""COUNTY"",統一編號""BUSINESS_NO"",商業名稱""BUSINESS_NAME"",商業所在地""BUSINESS_ADDR"",資本額""BUSINESS_REGISTER_FUNDS"",組織型態""BUSINESS_ORGANIZATION_TYPE_DESC"",負責人""RESPONSIBLE_NAME"",核准設立日期""BUSINESS_SETUP_APPROVE_DATE"",編號""BUSINESS_SETUP_APPROVE_NO"",變更日期""CREATEDATE"""
94,大台南公車運量資訊（103~105年）,交通局,台南市政府,交通局,,3,598,3784,"路線編號,名稱,類別.業者,各月運量,一月,二月,三月,四月,五月,六月,七月,八月,九月,十月,十一月,十二月"
95,臺南市大客車行駛應特別注意路段,交通局,台南市政府,交通局,,3,0,417,項次、道路別、縣市別、鄉鎮市區、路線路名、路線樁號及起迄地名、管制通行措施、路況概述、提報單位、備註
96,化工原料工廠105年1月廠商名冊,經濟發展局,台南市政府,經濟發展局,,1,6,222,化工原料工廠105年1月廠商名冊
97,市長行程,新聞及國際關係處,台南市政府,新聞及國際關係處,,1,7,709,"start:開始日期, 例如 2016/01/01 end:結束日期，例如 2016/06/01 limit:資料筆數，最多 200  資料欄位： 事由、開始時間、結束時間、地點、主辦單位、latitude、longitude"
98,臺南市汽車失竊案件統計資料,警察局,台南市政府,警察局,,19,21,290,10505汽車失竊
99,復查案件辦理情形統計表,財政稅務局,台南市政府,財政稅務局,,1,1,287,[稅目]、[截至上季未辦結數]、[本季收件數]、[本季辦結數]、[未辦結數]、[復查駁回]、[撤銷(含部分)或變更原處分]、[協談撤回]
100,社區營造經費表,文化局,台南市政府,文化局,,7,35,396,行政區域、序號、中央補助單位、市府局處、計畫名稱、補助.獎助.委託辦理單位名稱、獎補助.委辦金額(元)
101,臺南市路況攝影機(CCTV)位置資料,交通局,台南市政府,交通局,,3,7,97,位置、經度、緯度、來源網址
102,臺南市105年梅姬颱風及9月風災雨害農產業救助資料,農業局,台南市政府,農業局,,8,1,14,區名、申請總筆數、申請總面積、核定總筆數、核定總面積、核定總金額 
103,臺南市104年杜鵑颱風農產業救助資料,農業局,台南市政府,農業局,,8,1,10,區名、申請總筆數、申請總面積、核定總筆數、核定總面積、核定總金額
104,臺南市104年蘇迪勒颱風農產業救助資料,農業局,台南市政府,農業局,,8,1,11,區名、申請總筆數、申請總面積、核定總筆數、核定總面積、核定總金額
105,公墓遷葬暨綠美化成果,民政局,台南市政府,民政局,,1,1,316,公墓遷葬暨綠美化成果
106,非都市土地變更編定筆數及面積,地政局,台南市政府,地政局,,2,6,29,「年度」、「使用地類別」、「特定農業區/筆數」、「特定農業區/面積」、「一般農業區/筆數」、「一般農業區/面積」、「鄉村區/筆數」、「鄉村區/面積」、「工業區/筆數」、「工業區/面積」、「森林區/筆數」、「森林區/面積」、「山坡地保育區/筆數」、「山坡地保育區/面積」、「風景區/筆數」、「風景區/面積」、「河川區/筆數」、「河川區/面積」、「特定專用區/筆數」、「特定專用區/面積」、「國家公園區/筆數」、「國家公園區/面積」   
107,臺南市電動車充電站設置區域地址,經濟發展局,台南市政府,經濟發展局,,1,3,472,臺南市電動車充電站設置區域地址
108,臺南市托育(嬰)機構名冊,社會局,台南市政府,社會局,,1,2,644,機構名稱、收托人數、聯絡方式等
109,臺南市兒少安置機構名冊,社會局,台南市政府,社會局,,1,4,932,「名稱」、「單位」、「服務類別」、「行政區」、「地址」、「電話」
110,臺南市連續自動監測設施CEMS監測數據,環境保護局,台南市政府,環境保護局,,2,104,675,臺南市連續自動監測設施CEMS監測數據
111,臺南市大陸地區人民及法人取得不動產權利統計表,地政局,台南市政府,地政局,,1,2,176,臺南市大陸地區人民及法人取得不動產權利統計表
112,臺南市教保育機構停課通報監測報表,衛生局,台南市政府,衛生局,,4,8,481,月份別、小學、幼兒園、其他、幼稚園、托兒所、總計 
113,臺南市全市清潔隊一覽表,環境保護局,台南市政府,環境保護局,,1,25,1550,名稱、辦公室電話、傳真、辦公室住址
114,臺南市衛生所列表,衛生局,台南市政府,衛生局,,1,25,554,「單位名稱」、「電話」、「傳真」、「地址」、「電子郵件信箱」 」、「緯度」」、「經度」
115,臺南市資訊可變標誌(CMS)面板位置靜態資料,交通局,台南市政府,交通局,,3,6,912,設備編號、位置、經度座標、緯度座標、字數
116,臺南市資訊可變標誌(CMS)面板位置動態資料,交通局,台南市政府,交通局,,3,4,58,設備編號、位置、狀態、更新時間、訊息
117,臺南市政府委託研究報告書,研究發展考核委員會,台南市政府,研究發展考核委員會,,2,10,602,100年度臺南直轄市行政區劃調整先期規劃之研究
118,社區營造專區,臺南市政府,台南市政府,臺南市政府,,1,1,214,連結【文化局-社區營造經費表】資料集
119,臺南市環保局操作維護之水質淨化設施資料,環境保護局,台南市政府,環境保護局,,1,4,964,場址、年度、月份、BOD進流、BOD放流、去除率％、BOD進流、BOD放流、去除率％
120,軍人公墓(忠靈祠)葬厝表,民政局,台南市政府,民政局,,35,26,613,「公墓名稱」、「納骨堂塔(位)容量」、「納骨堂塔(位)上期底已存厝」、「納骨堂塔(位)本期淨存厝」、「納骨堂塔(位)累計存厝」、「納骨堂塔(位)餘容量」、「土葬(具)容量」、「土葬(具)上期底已存厝」、「土葬(具)本期淨存厝」、「土葬(具)累計存厝」、「土葬(具)餘容量」
121,常備兵役役男家屬安家費及三節生活扶助金,民政局,台南市政府,民政局,,33,28,769,104年4月份常備兵役役男家屬安家費及三節生活扶助金
122,替代役役男家屬安家費及三節生活扶助金,民政局,台南市政府,民政局,,33,35,857,104年4月份替代役役役男家屬安家費及三節生活扶助金
123,臺南市歷年公辦重劃成果統計表,地政局,台南市政府,地政局,,1,9,895,「期別」、「地區名稱」、「辦理時間（起）」、「辦理時間（迄）」、「總面積(公頃)」、「提供建築用地面積(公頃)」、「無償取得公共設施面積(公頃)」、「節省政府用地用地徵購及工程建設費用合計(元)」、「用地徵購地價(元)」、「工程建設費用(元)」、「重劃總負擔比率(%)」、「備註」
124,臺南市政府工務局在建工程列表,工務局,台南市政府,工務局,,1,7,88,系統編號、案件編號、工程名稱、地區、承辦單位、實際開工日期、預計完工日期、經緯度X座標、經緯度Y座標 
125,施工中建案明細表,工務局,台南市政府,工務局,,6,91,879,序號、執照號碼、行政區、段名、地號、母號、子號、X(TWD97)、Y(TWD97)、建築地點、發照日期、核准日期、開工日期、使用分區、基地面積、構造別、建築面積、預定完工日
126,臺南市農藥廢容器回收方式,環境保護局,台南市政府,環境保護局,,1,3,363,農藥廢容器回收方式
127,臺南市105年各區原住民族群人口統計,民族事務委員會,台南市政府,民族事務委員會,,30,13,236,105年3月臺南市現住原住民人口數按性別、原住民身分及族別分布
128,臺南市政府區里互動溝通座談會建議案統計表,研究發展考核委員會,台南市政府,研究發展考核委員會,,3,10,596,2013年 臺南市政府區里互動溝通座談會建議案統計表 2014年 臺南市政府區里互動溝通座談會建議案統計表
129,臺南市政府開放資料清單,研究發展考核委員會,台南市政府,研究發展考核委員會,,1,65,1427,"資料集名稱(title),資料集類型(extras-0),資料集描述(notes),資料量(extras-1),授權方式(license),計費方式(extras-3),提供機關名稱(organizations),提供機關聯絡人(maintainer),提供機關聯絡人電子郵件(maintainer_email)"
130,社會福利統計,社會局,台南市政府,社會局,,1,5,146,工作計畫 科目名稱 補助事項或用途 補助對象	主辦機關 			 
131,臺南市網路與臨櫃申報件數統計表,財政稅務局,台南市政府,財政稅務局,,1,1,22,"資料年度,稅目別,網路申報件數,臨櫃件數"
132,臺南市最近5年契稅綜合統計表,財政稅務局,台南市政府,財政稅務局,,1,2,35,臺南市最近5年契稅綜合統計表
133,臺南市契稅徵收,財政稅務局,台南市政府,財政稅務局,,1,1,18,"年度,季節,契別,本季實徵數(免稅件數),本季實徵數(應稅件數),契價(千元),本稅(千元)"
134,臺南市契稅稅源表(按月份),財政稅務局,台南市政府,財政稅務局,,1,1,21,"年月,買賣契納稅件數,買賣契契價(千元),典權契納稅件數,典權契契價(千元),交換契納稅件數,交換契契價(千元),贈與契納稅件數,贈與契契價(千元),分割契納稅件數,分割契契價(千元),佔有契納稅件數,佔有契契價(千元)"
135,臺南市契稅查定筆數及實徵稅額統計表,財政稅務局,台南市政府,財政稅務局,,1,0,19,"年度,區別,查定筆數,實徵淨額"
136,臺南市登革熱戶外化學防疫軌跡記錄,環境保護局,台南市政府,環境保護局,,16,175,945,「id」、「lat」、「long」、「source」、「timestamp」
137,登革熱專區,衛生局,台南市政府,衛生局,,11,1775,33559,編號、調查日期、縣市別、區別、里別、經度座標、緯度座標、調查種類、調查戶數、陽性戶數、調查容器數、陽性容器數、布氏指數、容器指數
138,臺南市本土登革熱病例數,衛生局,台南市政府,衛生局,,4,307,14151,編號、確診日、區別、里別、道路名稱、緯度座標、經度座標
139,臺南市登革熱病媒蚊密度調查,衛生局,台南市政府,衛生局,,103,1410,6775,流水號、調查日期、縣市、鄉鎮市區、村里、調查地區分類、 調查機關或代表地點、緯度、經度、調查戶數、陽性戶數、陽性戶數(有埃及斑蚊幼蟲)、調查人員種類、積水容器數量(戶內)、積水容器數量(戶外)、陽性容器數量(戶內)、陽性容器數量(戶外) 、採獲埃及斑蚊雌蟲數(戶內)、採獲埃及斑蚊雌蟲數(戶內)、採獲白線斑蚊雌蟲數(戶內)、採獲白線斑蚊雌蟲數(戶內)、孳生埃及斑蚊幼蟲數、孳生白線斑蚊幼蟲數、孳生斑蚊幼蟲數(未分類)、孳生斑紋蛹數、布氏指數、布氏級數、成蟲指數(埃及斑蚊)、成蟲指數(白線斑蚊)、住宅指數、住宅級數 住宅指數(有白線斑蚊)、住宅級數(有白線斑蚊)、容器指數、容器級數、幼蟲指數、幼蟲級數、蛹指數
140,臺南市柴油車排煙動力檢測站址,環境保護局,台南市政府,環境保護局,,1,9,575,站名、行政區、電話	地址、服務時間、服務車種、服務量能
141,臺南餐飲,觀光旅遊局,台南市政府,觀光旅遊局,,6,28,1483,店家ID、名稱、介紹、地址、電話、傳真、開放時間 
